,trial__id,race,struck_state,defendant_race,same_race,struck_by
0,3.9995486355197745,Black,1,White,different race,Juror chosen to serve on jury
1,4.008508380924021,Black,0,White,different race,Struck by the state
2,3.999524219833177,White,1,White,same race,Juror chosen to serve on jury
3,3.9925855180164413,White,1,White,same race,Struck by the defense
4,4.021484690784413,Black,0,White,different race,Struck by the state
5,3.9950110961998986,White,1,White,same race,Juror chosen to serve on jury
6,4.000692549369199,Black,0,White,different race,Struck by the state
7,4.010015170177308,White,1,White,same race,Struck by the defense
8,3.99990805842832,White,1,White,same race,Juror chosen to serve on jury
9,3.993327801763561,White,1,White,same race,Struck by the defense
10,4.00657643983253,White,1,White,same race,Juror chosen to serve on jury
11,4.004683253537877,White,1,White,same race,Struck by the defense
12,301.02099013770817,Black,0,Black,same race,Struck by the state
13,5.016141205059872,Black,1,Black,same race,Juror chosen to serve on jury
14,4.980684794990112,Black,1,Black,same race,Juror chosen to serve on jury
15,5.006273152059219,White,1,Black,different race,Struck by the defense
16,5.010048472593067,Black,0,Black,same race,Struck by the state
17,4.977098181806838,White,1,Black,different race,Juror chosen to serve on jury
18,4.99349534885144,Black,0,Black,same race,Struck by the state
19,5.000012169958657,White,1,Black,different race,Struck by the defense
20,4.984192941347393,Black,1,Black,same race,Juror chosen to serve on jury
21,4.9943995574011435,Black,1,Black,same race,Juror chosen to serve on jury
22,4.993422481151355,White,1,Black,different race,Juror chosen to serve on jury
23,4.994574946649547,White,1,Black,different race,Juror chosen to serve on jury
24,4.977115196572932,White,1,Black,different race,Juror chosen to serve on jury
25,4.992622450932812,White,0,Black,different race,Struck by the state
26,6.006077813670995,White,0,White,same race,Struck by the state
27,7.005767751660864,Black,0,White,different race,Struck by the state
28,7.005789184523031,White,1,White,same race,Juror chosen to serve on jury
29,6.984878236795811,White,0,White,same race,Struck by the state
30,268.9952091249208,Black,0,Black,same race,Struck by the state
31,8.001528135818612,Black,0,Black,same race,Struck by the state
32,6.987323321059956,White,1,White,same race,Struck by the defense
33,301.00604578754707,Black,1,Black,same race,Struck by the defense
34,101.99707935539062,White,1,Black,different race,Juror chosen to serve on jury
35,36.00795124243173,Black,1,White,different race,Struck by the defense
36,58.00328475528776,White,1,Black,different race,Juror chosen as alternate
37,160.99760020415138,White,1,Black,different race,Struck by the defense
38,161.01397885063858,White,1,Black,different race,Struck by the defense
39,160.9937377305949,Black,1,Black,same race,Juror chosen to serve on jury
40,161.0010339193795,Black,1,Black,same race,Juror chosen to serve on jury
41,160.99668923200375,Black,0,Black,same race,Struck by the state
42,161.00670176698097,Black,1,Black,same race,Juror chosen to serve on jury
43,160.9931989528423,White,1,Black,different race,Struck by the defense
44,160.99631180680709,Black,1,Black,same race,Juror chosen to serve on jury
45,160.99235823019842,Black,1,Black,same race,Juror chosen to serve on jury
46,160.99721171037507,White,0,Black,different race,Struck by the state
47,160.9885006737422,Black,1,Black,same race,Juror chosen to serve on jury
48,161.0022358765023,Black,0,Black,same race,Struck by the state
49,160.99756466503072,Black,1,Black,same race,Juror chosen to serve on jury
50,161.00885101858836,Black,1,Black,same race,Juror chosen to serve on jury
51,160.99922528718741,White,1,Black,different race,Juror chosen as alternate
52,21.983267568613595,White,1,Black,different race,Juror chosen to serve on jury
53,22.011203500168936,White,1,Black,different race,Juror chosen to serve on jury
54,165.979842458071,White,1,Black,different race,Juror chosen to serve on jury
55,166.0099155902167,Black,0,Black,same race,Struck by the state
56,165.9916233514305,Black,0,Black,same race,Struck by the state
57,165.99990033192648,White,1,Black,different race,Juror chosen to serve on jury
58,166.00789468934408,Black,1,Black,same race,Juror chosen to serve on jury
59,165.99892966138998,Black,0,Black,same race,Struck by the state
60,166.00406189897524,White,1,Black,different race,Juror chosen to serve on jury
61,166.00127692445676,White,1,Black,different race,Juror chosen to serve on jury
62,58.9956575042482,Black,0,Black,same race,Struck by the state
63,58.98286207971797,White,1,Black,different race,Juror chosen to serve on jury
