,trial__id,race,struck_state,defendant_race,same_race,struck_by,Bayes Classification
528,52,White,1,Black,different race,Struck by the defense,1
529,52,White,1,Black,different race,Juror chosen to serve on jury,1
530,52,White,1,Black,different race,Struck by the defense,1
531,135,White,1,Black,different race,Juror chosen to serve on jury,1
532,135,White,1,Black,different race,Struck by the defense,1
533,135,Black,0,Black,same race,Struck by the state,0
534,135,White,1,Black,different race,Juror chosen to serve on jury,1
535,135,White,1,Black,different race,Struck by the defense,1
536,135,White,1,Black,different race,Struck by the defense,1
537,135,White,1,Black,different race,Struck by the defense,1
538,135,White,1,Black,different race,Juror chosen to serve on jury,1
539,135,Black,0,Black,same race,Struck by the state,0
540,135,White,1,Black,different race,Juror chosen to serve on jury,1
541,135,White,1,Black,different race,Struck by the defense,1
542,135,Black,0,Black,same race,Struck by the state,0
543,135,Black,0,Black,same race,Struck by the state,0
544,135,Black,0,Black,same race,Struck by the state,0
545,135,White,1,Black,different race,Juror chosen to serve on jury,1
546,135,White,1,Black,different race,Juror chosen to serve on jury,1
547,135,Black,0,Black,same race,Struck by the state,0
548,135,White,1,Black,different race,Juror chosen to serve on jury,1
549,135,White,1,Black,different race,Struck by the defense,1
550,135,White,1,Black,different race,Struck by the defense,1
551,135,Black,0,Black,same race,Struck by the state,0
552,135,Black,0,Black,same race,Struck by the state,0
553,52,Black,0,Black,same race,Struck by the state,0
554,52,White,1,Black,different race,Juror chosen to serve on jury,1
555,52,White,1,Black,different race,Juror chosen to serve on jury,1
556,52,White,1,Black,different race,Struck by the defense,1
557,52,Black,1,Black,same race,Juror chosen to serve on jury,1
558,52,Black,0,Black,same race,Struck by the state,0
559,52,White,1,Black,different race,Juror chosen to serve on jury,1
560,52,White,1,Black,different race,Juror chosen to serve on jury,1
561,52,Black,1,Black,same race,Juror chosen to serve on jury,1
562,52,White,1,Black,different race,Struck by the defense,1
563,52,White,1,Black,different race,Juror chosen to serve on jury,1
564,58,White,1,Black,different race,Juror chosen to serve on jury,1
565,58,White,1,Black,different race,Juror chosen to serve on jury,1
566,58,White,1,Black,different race,Juror chosen to serve on jury,1
567,58,White,1,Black,different race,Juror chosen to serve on jury,1
568,58,Black,1,Black,same race,Juror chosen to serve on jury,1
569,58,White,1,Black,different race,Juror chosen to serve on jury,1
570,58,White,1,Black,different race,Struck by the defense,1
571,58,White,1,Black,different race,Juror chosen to serve on jury,1
572,58,Black,0,Black,same race,Struck by the state,0
573,58,White,0,Black,different race,Struck by the state,0
574,135,Black,0,Black,same race,Struck by the state,0
575,74,Black,1,White,different race,Juror chosen to serve on jury,1
576,74,Black,1,White,different race,Juror chosen to serve on jury,1
577,74,White,1,White,same race,Struck by the defense,1
578,74,White,1,White,same race,Struck by the defense,1
579,74,White,1,White,same race,Juror chosen to serve on jury,1
580,74,White,1,White,same race,Struck by the defense,1
581,74,Black,0,White,different race,Struck by the state,0
582,74,White,0,White,same race,Struck by the state,0
583,74,Black,0,White,different race,Struck by the state,0
584,74,Black,1,White,different race,Juror chosen to serve on jury,1
585,74,White,1,White,same race,Struck by the defense,1
586,74,Black,0,White,different race,Struck by the state,0
587,74,White,1,White,same race,Struck by the defense,1
588,74,White,1,White,same race,Juror chosen to serve on jury,1
589,116,Black,0,Black,same race,Struck by the state,0
590,68,White,1,White,same race,Struck by the defense,1
591,6,White,0,White,same race,Struck by the state,0
592,58,White,1,Black,different race,Struck by the defense,1
593,58,White,1,Black,different race,Juror chosen to serve on jury,1
594,58,White,1,Black,different race,Struck by the defense,1
595,58,White,1,Black,different race,Juror chosen to serve on jury,1
596,58,White,0,Black,different race,Struck by the state,0
597,268,White,1,Black,different race,Juror chosen to serve on jury,1
598,6,Black,1,White,different race,Juror chosen to serve on jury,1
599,55,White,1,Black,different race,Struck by the defense,1
600,6,White,1,White,same race,Struck by the defense,1
601,85,Black,0,Black,same race,Struck by the state,0
602,47,White,1,Black,different race,Struck by the defense,1
603,47,White,1,Black,different race,Struck by the defense,1
604,269,Black,1,Black,same race,Juror chosen to serve on jury,1
605,269,Black,0,Black,same race,Struck by the state,0
606,269,Black,0,Black,same race,Struck by the state,0
607,269,Black,0,Black,same race,Struck by the state,0
608,55,White,1,Black,different race,Struck by the defense,1
609,55,Black,1,Black,same race,Juror chosen to serve on jury,1
610,55,White,1,Black,different race,Juror chosen to serve on jury,1
611,55,White,1,Black,different race,Struck by the defense,1
612,55,White,1,Black,different race,Juror chosen to serve on jury,1
613,55,White,1,Black,different race,Juror chosen to serve on jury,1
614,55,White,1,Black,different race,Juror chosen to serve on jury,1
615,55,White,1,Black,different race,Struck by the defense,1
616,55,White,1,Black,different race,Struck by the defense,1
617,55,Black,0,Black,same race,Struck by the state,0
618,55,White,1,Black,different race,Struck by the defense,1
619,55,White,1,Black,different race,Juror chosen to serve on jury,1
620,55,White,1,Black,different race,Struck by the defense,1
621,55,White,0,Black,different race,Struck by the state,0
622,95,White,0,Black,different race,Struck by the state,0
623,55,White,1,Black,different race,Juror chosen to serve on jury,1
624,55,White,1,Black,different race,Juror chosen to serve on jury,1
625,55,White,1,Black,different race,Juror chosen to serve on jury,1
626,55,White,1,Black,different race,Juror chosen to serve on jury,1
627,55,White,1,Black,different race,Juror chosen as alternate,1
628,55,White,1,Black,different race,Struck by the defense,1
629,55,Black,1,Black,same race,Juror chosen to serve on jury,1
630,55,White,1,Black,different race,Juror chosen to serve on jury,1
631,6,White,0,White,same race,Struck by the state,0
632,6,White,1,White,same race,Juror chosen to serve on jury,1
633,6,White,1,White,same race,Struck by the defense,1
634,6,Black,0,White,different race,Struck by the state,0
635,6,Black,1,White,different race,Juror chosen to serve on jury,1
636,161,White,1,Black,different race,Juror chosen to serve on jury,1
637,161,Black,1,Black,same race,Juror chosen to serve on jury,1
638,161,Black,1,Black,same race,Juror chosen to serve on jury,1
639,161,White,1,Black,different race,Juror chosen to serve on jury,1
640,166,Black,0,Black,same race,Struck by the state,0
641,166,White,1,Black,different race,Struck by the defense,1
642,166,White,1,Black,different race,Juror chosen to serve on jury,1
643,166,White,1,Black,different race,Juror chosen to serve on jury,1
644,166,White,1,Black,different race,Struck by the defense,1
645,166,White,1,Black,different race,Struck by the defense,1
646,166,Black,1,Black,same race,Juror chosen to serve on jury,1
647,166,White,1,Black,different race,Struck by the defense,1
648,166,White,1,Black,different race,Struck by the defense,1
649,166,Black,0,Black,same race,Struck by the state,0
650,166,White,1,Black,different race,Juror chosen to serve on jury,1
651,166,White,1,Black,different race,Juror chosen to serve on jury,1
652,166,White,1,Black,different race,Juror chosen to serve on jury,1
653,166,White,1,Black,different race,Struck by the defense,1
654,166,White,1,Black,different race,Juror chosen to serve on jury,1
655,130,White,1,Black,different race,Juror chosen to serve on jury,1
656,130,Black,0,Black,same race,Struck by the state,0
657,130,Black,1,Black,same race,Juror chosen to serve on jury,1
658,130,Black,0,Black,same race,Struck by the state,0
659,130,White,1,Black,different race,Struck by the defense,1
660,130,Black,0,Black,same race,Struck by the state,0
661,130,Black,1,Black,same race,Juror chosen to serve on jury,1
662,130,Black,1,Black,same race,Juror chosen to serve on jury,1
663,130,White,1,Black,different race,Juror chosen to serve on jury,1
664,130,Black,0,Black,same race,Struck by the state,0
665,130,Black,1,Black,same race,Struck by the defense,1
666,130,White,1,Black,different race,Struck by the defense,1
667,130,White,1,Black,different race,Struck by the defense,1
668,130,White,1,Black,different race,Juror chosen to serve on jury,1
669,130,White,1,Black,different race,Struck by the defense,1
670,130,White,1,Black,different race,Juror chosen to serve on jury,1
671,130,White,1,Black,different race,Juror chosen to serve on jury,1
672,130,Black,1,Black,same race,Juror chosen to serve on jury,1
673,130,White,1,Black,different race,Struck by the defense,1
674,130,White,1,Black,different race,Juror chosen to serve on jury,1
675,130,White,1,Black,different race,Juror chosen to serve on jury,1
676,130,White,1,Black,different race,Juror chosen to serve on jury,1
677,130,White,1,Black,different race,Juror chosen as alternate,1
678,170,Black,1,White,different race,Juror chosen as alternate,1
679,170,White,1,White,same race,Juror chosen to serve on jury,1
680,170,White,1,White,same race,Juror chosen to serve on jury,1
681,172,White,1,Black,different race,Struck by the defense,1
682,172,Black,0,Black,same race,Struck by the state,0
683,172,White,1,Black,different race,Juror chosen to serve on jury,1
684,172,Black,0,Black,same race,Struck by the state,0
685,172,Black,0,Black,same race,Struck by the state,0
686,172,Black,0,Black,same race,Struck by the state,0
687,172,Black,0,Black,same race,Struck by the state,0
688,172,White,1,Black,different race,Struck by the defense,1
689,172,Black,0,Black,same race,Struck by the state,0
690,172,Black,0,Black,same race,Struck by the state,0
691,172,White,1,Black,different race,Struck by the defense,1
692,172,White,1,Black,different race,Juror chosen to serve on jury,1
693,176,White,1,White,same race,Struck by the defense,1
694,176,Black,1,White,different race,Juror chosen to serve on jury,1
695,176,Black,1,White,different race,Juror chosen to serve on jury,1
696,176,White,0,White,same race,Struck by the state,0
697,176,White,1,White,same race,Struck by the defense,1
698,176,Black,1,White,different race,Juror chosen to serve on jury,1
699,176,White,1,White,same race,Juror chosen to serve on jury,1
700,176,Black,1,White,different race,Juror chosen to serve on jury,1
701,176,White,1,White,same race,Struck by the defense,1
702,176,Black,0,White,different race,Struck by the state,0
703,176,White,1,White,same race,Juror chosen to serve on jury,1
704,176,White,1,White,same race,Struck by the defense,1
705,176,Black,0,White,different race,Struck by the state,0
706,176,White,1,White,same race,Juror chosen to serve on jury,1
707,176,White,1,White,same race,Juror chosen to serve on jury,1
708,176,Black,0,White,different race,Struck by the state,0
709,176,White,1,White,same race,Juror chosen to serve on jury,1
710,176,White,1,White,same race,Juror chosen to serve on jury,1
711,176,White,0,White,same race,Struck by the state,0
712,176,White,1,White,same race,Juror chosen to serve on jury,1
713,176,White,1,White,same race,Struck by the defense,1
714,176,White,0,White,same race,Struck by the state,0
715,176,White,1,White,same race,Juror chosen to serve on jury,1
716,176,White,1,White,same race,Struck by the defense,1
717,53,White,1,Black,different race,Struck by the defense,1
718,68,White,0,White,same race,Struck by the state,0
719,68,White,1,White,same race,Juror chosen as alternate,1
720,53,White,1,Black,different race,Juror chosen as alternate,1
721,53,White,0,Black,different race,Struck by the state,0
722,53,White,1,Black,different race,Juror chosen to serve on jury,1
723,53,Black,1,Black,same race,Juror chosen to serve on jury,1
724,53,White,1,Black,different race,Juror chosen to serve on jury,1
725,53,White,1,Black,different race,Struck by the defense,1
726,53,White,1,Black,different race,Juror chosen to serve on jury,1
727,53,White,1,Black,different race,Juror chosen to serve on jury,1
728,53,Black,1,Black,same race,Juror chosen to serve on jury,1
729,53,Black,0,Black,same race,Struck by the state,0
730,53,White,1,Black,different race,Juror chosen to serve on jury,1
731,53,White,0,Black,different race,Struck by the state,0
732,53,White,0,Black,different race,Struck by the state,0
733,53,Black,0,Black,same race,Struck by the state,0
734,53,White,1,Black,different race,Juror chosen to serve on jury,1
735,53,White,1,Black,different race,Juror chosen to serve on jury,1
736,53,White,1,Black,different race,Juror chosen to serve on jury,1
737,53,White,1,Black,different race,Struck by the defense,1
738,53,White,0,Black,different race,Struck by the state,0
739,53,White,1,Black,different race,Struck by the defense,1
740,53,White,1,Black,different race,Struck by the defense,1
741,53,White,1,Black,different race,Juror chosen to serve on jury,1
742,300,White,1,Black,different race,Struck by the defense,1
743,300,Black,0,Black,same race,Struck by the state,0
744,300,Black,1,Black,same race,Juror chosen to serve on jury,1
745,300,Black,0,Black,same race,Struck by the state,0
746,300,White,1,Black,different race,Struck by the defense,1
747,300,White,1,Black,different race,Juror chosen to serve on jury,1
748,300,White,1,Black,different race,Struck by the defense,1
749,300,Black,0,Black,same race,Struck by the state,0
750,300,Black,0,Black,same race,Struck by the state,0
751,300,Black,0,Black,same race,Struck by the state,0
752,300,White,1,Black,different race,Struck by the defense,1
753,300,White,1,Black,different race,Juror chosen to serve on jury,1
754,300,White,1,Black,different race,Juror chosen to serve on jury,1
755,300,White,1,Black,different race,Struck by the defense,1
756,300,Black,1,Black,same race,Juror chosen to serve on jury,1
757,300,White,1,Black,different race,Struck by the defense,1
758,300,Black,0,Black,same race,Struck by the state,0
759,300,White,1,Black,different race,Juror chosen to serve on jury,1
760,300,Black,0,Black,same race,Struck by the state,0
761,196,Black,1,Black,same race,Juror chosen to serve on jury,1
762,196,Black,1,Black,same race,Juror chosen to serve on jury,1
763,196,Black,1,Black,same race,Juror chosen to serve on jury,1
764,196,Black,1,Black,same race,Juror chosen to serve on jury,1
765,196,Black,0,Black,same race,Struck by the state,0
766,300,Black,0,Black,same race,Struck by the state,0
767,300,White,1,Black,different race,Struck by the defense,1
768,300,Black,1,Black,same race,Juror chosen to serve on jury,1
769,300,Black,1,Black,same race,Juror chosen to serve on jury,1
770,300,White,1,Black,different race,Struck by the defense,1
771,300,White,1,Black,different race,Struck by the defense,1
772,300,White,1,Black,different race,Struck by the defense,1
773,300,Black,0,Black,same race,Struck by the state,0
774,300,White,1,Black,different race,Juror chosen to serve on jury,1
775,300,Black,0,Black,same race,Struck by the state,0
776,300,Black,1,Black,same race,Juror chosen to serve on jury,1
777,300,White,1,Black,different race,Juror chosen to serve on jury,1
778,300,White,1,Black,different race,Juror chosen to serve on jury,1
779,300,White,1,Black,different race,Juror chosen as alternate,1
780,300,White,1,Black,different race,Struck by the defense,1
781,300,Black,0,Black,same race,Struck by the state,0
782,300,White,1,Black,different race,Juror chosen as alternate,1
783,202,Black,0,Black,same race,Struck by the state,0
784,202,Black,0,Black,same race,Struck by the state,0
785,202,Black,0,Black,same race,Struck by the state,0
786,255,Black,1,Black,same race,Juror chosen as alternate,1
787,301,White,1,Black,different race,Juror chosen to serve on jury,1
788,255,White,1,Black,different race,Juror chosen as alternate,1
789,301,White,1,Black,different race,Juror chosen to serve on jury,1
790,205,Black,0,Black,same race,Struck by the state,0
791,205,White,0,Black,different race,Struck by the state,0
792,205,White,0,Black,different race,Struck by the state,0
793,205,Black,0,Black,same race,Struck by the state,0
794,269,Black,0,Black,same race,Struck by the state,0
795,269,Black,0,Black,same race,Struck by the state,0
796,225,White,0,Black,different race,Struck by the state,0
797,225,White,1,Black,different race,Juror chosen to serve on jury,1
798,225,White,1,Black,different race,Struck by the defense,1
799,225,White,1,Black,different race,Juror chosen to serve on jury,1
800,225,White,1,Black,different race,Struck by the defense,1
801,225,White,1,Black,different race,Struck by the defense,1
802,301,Black,1,Black,same race,Juror chosen to serve on jury,1
803,225,Black,0,Black,same race,Struck by the state,0
804,225,White,0,Black,different race,Struck by the state,0
805,225,Black,0,Black,same race,Struck by the state,0
806,225,Black,0,Black,same race,Struck by the state,0
807,5,Black,0,Black,same race,Struck by the state,0
808,5,White,1,Black,different race,Juror chosen to serve on jury,1
809,5,White,1,Black,different race,Struck by the defense,1
810,5,White,1,Black,different race,Struck by the defense,1
811,255,Black,1,Black,same race,Juror chosen to serve on jury,1
812,255,White,1,Black,different race,Juror chosen to serve on jury,1
813,255,White,1,Black,different race,Juror chosen to serve on jury,1
814,255,White,1,Black,different race,Juror chosen to serve on jury,1
815,255,White,1,Black,different race,Juror chosen to serve on jury,1
816,255,Black,1,Black,same race,Juror chosen to serve on jury,1
817,255,White,1,Black,different race,Juror chosen to serve on jury,1
818,259,White,1,White,same race,Struck by the defense,1
819,255,White,1,Black,different race,Juror chosen to serve on jury,1
820,255,White,1,Black,different race,Juror chosen to serve on jury,1
821,255,White,1,Black,different race,Juror chosen to serve on jury,1
822,255,White,1,Black,different race,Juror chosen as alternate,1
823,255,Black,1,Black,same race,Juror chosen to serve on jury,1
824,259,White,1,White,same race,Struck by the defense,1
825,259,White,1,White,same race,Struck by the defense,1
826,259,White,1,White,same race,Struck by the defense,1
827,255,White,1,Black,different race,Juror chosen to serve on jury,1
828,224,White,0,Black,different race,Struck by the state,0
829,224,White,1,Black,different race,Juror chosen to serve on jury,1
830,224,White,0,Black,different race,Struck by the state,0
831,224,White,1,Black,different race,Juror chosen to serve on jury,1
832,268,White,1,Black,different race,Struck by the defense,1
833,224,White,0,Black,different race,Struck by the state,0
834,237,Black,1,Black,same race,Juror chosen to serve on jury,1
835,237,Black,0,Black,same race,Struck by the state,0
836,237,Black,0,Black,same race,Struck by the state,0
837,237,Black,1,Black,same race,Juror chosen to serve on jury,1
838,237,Black,0,Black,same race,Struck by the state,0
839,237,Black,1,Black,same race,Juror chosen to serve on jury,1
840,237,Black,0,Black,same race,Struck by the state,0
841,237,Black,1,Black,same race,Struck by the defense,1
842,239,White,0,Black,different race,Struck by the state,0
843,239,Black,0,Black,same race,Struck by the state,0
844,239,Black,0,Black,same race,Struck by the state,0
845,225,White,1,Black,different race,Struck by the defense,1
846,225,White,0,Black,different race,Struck by the state,0
847,225,White,1,Black,different race,Struck by the defense,1
848,225,White,1,Black,different race,Struck by the defense,1
849,225,White,1,Black,different race,Juror chosen as alternate,1
850,246,White,0,Black,different race,Struck by the state,0
851,246,White,1,Black,different race,Struck by the defense,1
852,246,White,1,Black,different race,Struck by the defense,1
853,246,Black,0,Black,same race,Struck by the state,0
854,246,Black,0,Black,same race,Struck by the state,0
855,246,White,0,Black,different race,Struck by the state,0
856,251,White,0,Black,different race,Struck by the state,0
857,251,Black,0,Black,same race,Struck by the state,0
858,251,White,0,Black,different race,Struck by the state,0
859,251,Black,0,Black,same race,Struck by the state,0
860,251,Black,0,Black,same race,Struck by the state,0
861,251,White,0,Black,different race,Struck by the state,0
862,251,Black,0,Black,same race,Struck by the state,0
863,251,White,0,Black,different race,Struck by the state,0
864,251,White,0,Black,different race,Struck by the state,0
865,251,Black,0,Black,same race,Struck by the state,0
866,255,White,0,Black,different race,Struck by the state,0
867,255,White,1,Black,different race,Struck by the defense,1
868,255,White,1,Black,different race,Struck by the defense,1
869,255,White,1,Black,different race,Struck by the defense,1
870,255,White,1,Black,different race,Struck by the defense,1
871,255,White,1,Black,different race,Struck by the defense,1
872,246,White,1,Black,different race,Struck by the defense,1
873,246,White,1,Black,different race,Struck by the defense,1
874,246,White,1,Black,different race,Struck by the defense,1
875,246,Black,0,Black,same race,Struck by the state,0
876,246,White,1,Black,different race,Struck by the defense,1
877,255,White,1,Black,different race,Struck by the defense,1
878,255,White,1,Black,different race,Struck by the defense,1
879,255,Black,0,Black,same race,Struck by the state,0
880,255,White,1,Black,different race,Struck by the defense,1
881,255,White,1,Black,different race,Struck by the defense,1
882,255,White,1,Black,different race,Struck by the defense,1
883,255,Black,0,Black,same race,Struck by the state,0
884,255,Black,0,Black,same race,Struck by the state,0
885,255,Black,0,Black,same race,Struck by the state,0
886,246,Black,1,Black,same race,Juror chosen to serve on jury,1
887,246,White,0,Black,different race,Struck by the state,0
888,246,White,1,Black,different race,Struck by the defense,1
889,259,Black,0,White,different race,Struck by the state,0
890,259,White,0,White,same race,Struck by the state,0
891,259,White,0,White,same race,Struck by the state,0
892,259,White,0,White,same race,Struck by the state,0
893,259,Black,0,White,different race,Struck by the state,0
894,259,Black,0,White,different race,Struck by the state,0
895,259,White,1,White,same race,Struck by the defense,1
896,246,White,1,Black,different race,Struck by the defense,1
897,246,White,1,Black,different race,Struck by the defense,1
898,246,Black,0,Black,same race,Struck by the state,0
899,268,White,1,Black,different race,Juror chosen to serve on jury,1
900,268,Black,1,Black,same race,Juror chosen as alternate,1
901,268,Black,0,Black,same race,Struck by the state,0
902,268,Black,0,Black,same race,Struck by the state,0
903,272,Black,1,Black,same race,Juror chosen to serve on jury,1
904,272,Black,0,Black,same race,Struck by the state,0
905,272,Black,0,Black,same race,Struck by the state,0
906,272,Black,1,Black,same race,Juror chosen to serve on jury,1
907,272,Black,0,Black,same race,Struck by the state,0
908,272,Black,0,Black,same race,Struck by the state,0
909,277,Black,1,Unknown,different race,Juror chosen to serve on jury,1
910,277,Black,1,Unknown,different race,Juror chosen to serve on jury,1
911,277,Black,1,Unknown,different race,Struck by the defense,1
912,289,White,0,Black,different race,Struck by the state,0
913,289,White,1,Black,different race,Juror chosen to serve on jury,1
914,289,White,1,Black,different race,Struck by the defense,1
915,289,White,1,Black,different race,Juror chosen to serve on jury,1
916,289,White,1,Black,different race,Juror chosen to serve on jury,1
917,289,White,1,Black,different race,Juror chosen to serve on jury,1
918,22,White,1,Black,different race,Struck by the defense,1
919,10,White,0,White,same race,Struck by the state,0
920,10,White,1,White,same race,Struck by the defense,1
921,289,White,1,Black,different race,Struck by the defense,1
922,7,Black,0,White,different race,Struck by the state,0
923,289,White,1,Black,different race,Struck by the defense,1
924,289,White,1,Black,different race,Juror chosen to serve on jury,1
925,289,Black,0,Black,same race,Struck by the state,0
926,289,White,1,Black,different race,Struck by the defense,1
927,289,White,1,Black,different race,Juror chosen to serve on jury,1
928,289,Black,0,Black,same race,Struck by the state,0
929,289,Black,0,Black,same race,Struck by the state,0
930,289,White,1,Black,different race,Struck by the defense,1
931,289,Black,0,Black,same race,Struck by the state,0
932,289,Black,0,Black,same race,Struck by the state,0
933,289,White,1,Black,different race,Struck by the defense,1
934,289,White,0,Black,different race,Struck by the state,0
935,6,Black,1,White,different race,Juror chosen to serve on jury,1
936,4,White,1,White,same race,Juror chosen as alternate,1
937,5,White,1,Black,different race,Juror chosen to serve on jury,1
938,5,White,1,Black,different race,Juror chosen to serve on jury,1
939,5,White,1,Black,different race,Juror chosen to serve on jury,1
940,5,White,1,Black,different race,Struck by the defense,1
941,5,White,1,Black,different race,Juror chosen as alternate,1
942,4,White,1,White,same race,Struck by the defense,1
943,4,White,1,White,same race,Juror chosen to serve on jury,1
944,4,White,1,White,same race,Struck by the defense,1
945,4,Black,1,White,different race,Juror chosen to serve on jury,1
946,4,White,1,White,same race,Struck by the defense,1
947,4,Black,1,White,different race,Juror chosen to serve on jury,1
948,4,White,1,White,same race,Struck by the defense,1
949,4,Black,1,White,different race,Juror chosen to serve on jury,1
950,4,Black,0,White,different race,Struck by the state,0
951,4,White,1,White,same race,Struck by the defense,1
952,4,Black,1,White,different race,Juror chosen to serve on jury,1
953,4,White,1,White,same race,Struck by the defense,1
954,4,Black,0,White,different race,Struck by the state,0
955,4,White,1,White,same race,Struck by the defense,1
956,4,White,1,White,same race,Struck by the defense,1
957,4,Black,1,White,different race,Juror chosen to serve on jury,1
958,4,White,1,White,same race,Struck by the defense,1
959,5,White,1,Black,different race,Struck by the defense,1
960,7,Black,0,White,different race,Struck by the state,0
961,7,White,1,White,same race,Struck by the defense,1
962,7,White,1,White,same race,Struck by the defense,1
963,7,White,1,White,same race,Juror chosen to serve on jury,1
964,7,Black,0,White,different race,Struck by the state,0
965,7,White,0,White,same race,Struck by the state,0
966,7,White,1,White,same race,Juror chosen to serve on jury,1
967,7,White,1,White,same race,Juror chosen to serve on jury,1
968,7,Black,0,White,different race,Struck by the state,0
969,7,White,1,White,same race,Juror chosen to serve on jury,1
970,7,White,1,White,same race,Juror chosen to serve on jury,1
971,7,White,1,White,same race,Juror chosen to serve on jury,1
972,7,White,1,White,same race,Struck by the defense,1
973,7,White,1,White,same race,Struck by the defense,1
974,7,Black,0,White,different race,Struck by the state,0
975,7,White,1,White,same race,Juror chosen to serve on jury,1
976,7,White,0,White,same race,Struck by the state,0
977,7,Black,0,White,different race,Struck by the state,0
978,7,White,1,White,same race,Juror chosen to serve on jury,1
979,7,White,1,White,same race,Juror chosen to serve on jury,1
980,7,Black,0,White,different race,Struck by the state,0
981,7,White,1,White,same race,Juror chosen to serve on jury,1
982,7,White,1,White,same race,Struck by the defense,1
983,7,Black,1,White,different race,Juror chosen as alternate,1
984,7,White,1,White,same race,Struck by the defense,1
985,7,Black,0,White,different race,Struck by the state,0
986,7,Black,0,White,different race,Struck by the state,0
987,7,White,1,White,same race,Struck by the defense,1
988,7,White,1,White,same race,Juror chosen to serve on jury,1
989,8,White,1,Black,different race,Struck by the defense,1
990,6,White,1,White,same race,Struck by the defense,1
991,6,White,1,White,same race,Struck by the defense,1
992,6,Black,1,White,different race,Juror chosen to serve on jury,1
993,6,Black,1,White,different race,Juror chosen to serve on jury,1
994,6,Black,1,White,different race,Juror chosen to serve on jury,1
995,6,Black,1,White,different race,Juror chosen to serve on jury,1
996,6,White,1,White,same race,Struck by the defense,1
997,6,Black,1,White,different race,Struck by the defense,1
998,6,White,1,White,same race,Struck by the defense,1
999,6,Black,1,White,different race,Juror chosen to serve on jury,1
1000,6,White,1,White,same race,Struck by the defense,1
1001,6,White,1,White,same race,Juror chosen to serve on jury,1
1002,6,Black,1,White,different race,Juror chosen to serve on jury,1
1003,6,White,1,White,same race,Juror chosen to serve on jury,1
1004,6,White,1,White,same race,Struck by the defense,1
1005,6,Black,1,White,different race,Juror chosen as alternate,1
1006,6,Black,1,White,different race,Juror chosen as alternate,1
1007,6,Black,0,White,different race,Struck by the state,0
1008,8,White,1,Black,different race,Juror chosen as alternate,1
1009,10,Black,1,White,different race,Struck by the defense,1
1010,22,White,1,Black,different race,Juror chosen to serve on jury,1
1011,22,White,1,Black,different race,Juror chosen to serve on jury,1
1012,22,White,1,Black,different race,Struck by the defense,1
1013,22,White,1,Black,different race,Struck by the defense,1
1014,22,White,1,Black,different race,Struck by the defense,1
1015,22,White,1,Black,different race,Struck by the defense,1
1016,22,Black,0,Black,same race,Struck by the state,0
1017,22,White,1,Black,different race,Struck by the defense,1
1018,22,White,1,Black,different race,Juror chosen to serve on jury,1
1019,22,White,1,Black,different race,Struck by the defense,1
1020,22,White,1,Black,different race,Juror chosen to serve on jury,1
1021,22,White,1,Black,different race,Juror chosen to serve on jury,1
1022,22,White,1,Black,different race,Juror chosen to serve on jury,1
1023,22,White,1,Black,different race,Juror chosen to serve on jury,1
1024,22,White,0,Black,different race,Struck by the state,0
1025,22,White,1,Black,different race,Struck by the defense,1
1026,22,Black,0,Black,same race,Struck by the state,0
1027,22,Black,0,Black,same race,Struck by the state,0
1028,22,White,1,Black,different race,Juror chosen to serve on jury,1
1029,22,White,1,Black,different race,Juror chosen to serve on jury,1
1030,22,White,0,Black,different race,Struck by the state,0
1031,22,Black,1,Black,same race,Juror chosen to serve on jury,1
1032,22,Black,0,Black,same race,Struck by the state,0
1033,22,White,1,Black,different race,Struck by the defense,1
1034,22,White,1,Black,different race,Struck by the defense,1
1035,22,White,1,Black,different race,Juror chosen as alternate,1
1036,22,Black,1,Black,same race,Juror chosen as alternate,1
1037,195,Black,0,Black,same race,Struck by the state,0
1038,195,Black,0,Black,same race,Struck by the state,0
1039,195,Black,0,Black,same race,Struck by the state,0
1040,195,White,0,Black,different race,Struck by the state,0
1041,73,White,1,Black,different race,Juror chosen to serve on jury,1
1042,73,Black,1,Black,same race,Juror chosen to serve on jury,1
1043,73,Black,1,Black,same race,Juror chosen to serve on jury,1
1044,73,Black,1,Black,same race,Juror chosen to serve on jury,1
1045,73,Black,1,Black,same race,Juror chosen to serve on jury,1
1046,73,Black,0,Black,same race,Struck by the state,0
1047,73,Black,1,Black,same race,Juror chosen to serve on jury,1
1048,73,Black,0,Black,same race,Struck by the state,0
1049,73,White,1,Black,different race,Struck by the defense,1
1050,73,White,1,Black,different race,Juror chosen to serve on jury,1
1051,73,White,1,Black,different race,Juror chosen to serve on jury,1
1052,73,Black,0,Black,same race,Struck by the state,0
1053,73,White,0,Black,different race,Struck by the state,0
1054,73,White,1,Black,different race,Juror chosen to serve on jury,1
1055,73,Black,1,Black,same race,Juror chosen to serve on jury,1
1056,73,White,1,Black,different race,Struck by the defense,1
1057,73,White,1,Black,different race,Struck by the defense,1
1058,73,White,1,Black,different race,Juror chosen to serve on jury,1
1059,73,Black,0,Black,same race,Struck by the state,0
1060,195,White,0,Black,different race,Struck by the state,0
1061,77,Black,1,Black,same race,Juror chosen to serve on jury,1
1062,77,Black,0,Black,same race,Struck by the state,0
1063,77,Black,1,Black,same race,Juror chosen to serve on jury,1
1064,77,Black,0,Black,same race,Struck by the state,0
1065,77,White,0,Black,different race,Struck by the state,0
1066,77,White,0,Black,different race,Struck by the state,0
