,borough,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,score,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
4420,less wealthy,11103,American,12/27/2019,10F,N,1,12/27/2019,40.7634107,-73.9139651,401,22,14700,4010841,4006640041,QN70
4421,less wealthy,10473,American,4/10/2019,10F,N,1,4/10/2019,40.82331262,-73.86814823,209,18,4200,2022639,2036620006,BX09
4422,wealthier,10017,Seafood,12/2/2019,04L,Y,1,12/2/2019,40.74990309,-73.97506063,106,4,8800,1037174,1013147502,MN19
4423,less wealthy,10465,Irish,8/20/2019,02G,Y,1,8/20/2019,40.81958464,-73.81754515,210,13,13000,2077267,2054450007,BX52
4424,less wealthy,11372,Café/Coffee/Tea,4/2/2019,06C,Y,1,4/2/2019,40.74938975,-73.88773036,403,25,28500,4029654,4012780038,QN28
4425,wealthier,10301,Spanish,2/20/2019,10F,N,1,2/20/2019,40.64335015,-74.07653952,501,49,300,5000065,5000070050,SI22
4426,less wealthy,11426,American,8/21/2019,10F,N,1,8/21/2019,40.72584414,-73.71901915,413,23,161700,4176965,4086620032,QN43
4427,less wealthy,11417,American,9/30/2019,04N,Y,0,9/30/2019,40.67954507,-73.84438586,410,32,8600,4191044,4091630071,QN56
4428,wealthier,10029,Chicken,12/10/2019,02B,Y,1,12/10/2019,40.79501056,-73.94426539,111,8,17200,1052175,1016380017,MN33
4429,less wealthy,11215,Tex-Mex,1/17/2019,10F,N,1,1/17/2019,40.66776422,-73.98083376,306,39,15300,3025735,3010880001,BK37
4430,wealthier,10002,American,12/12/2019,06D,Y,1,12/12/2019,40.72023979,-73.98825740000001,103,1,3001,1005385,1004110075,MN27
4431,wealthier,10036,American,1/13/2020,10F,N,1,1/13/2020,40.76035185,-73.98928629,104,3,12100,1080885,1010360052,MN15
4432,wealthier,10019,American,12/10/2019,04L,Y,1,12/10/2019,40.7656206,-73.98031453,105,4,13700,1024896,1010280033,MN17
4433,less wealthy,11205,Bagels/Pretzels,12/4/2019,10F,N,1,12/4/2019,40.68952261,-73.970493,302,35,18300,3058538,3020910069,BK68
4434,wealthier,10014,Hamburgers,12/2/2019,08A,N,1,12/2/2019,40.73247649,-74.00372369,102,3,7300,1010023,1005880029,MN23
4435,wealthier,10019,American,2/27/2019,10F,N,1,2/27/2019,40.7611773,-73.98318562,105,4,13100,1022710,1010037501,MN17
4436,wealthier,10003,Japanese,2/7/2019,10F,N,1,2/7/2019,40.729313700000006,-73.98575541,103,2,4000,1006409,1004510018,MN22
4437,wealthier,10009,American,11/26/2019,04H,Y,1,11/26/2019,40.72572251,-73.97900228,103,2,2800,1004778,1003920037,MN28
4438,wealthier,10023,American,3/25/2019,09B,N,1,3/25/2019,40.76935926,-73.98211853,107,3,14500,1027192,1011130046,MN14
4439,wealthier,10036,Donuts,4/5/2019,06E,Y,1,4/5/2019,40.76072552,-73.99465756,104,3,12100,1000000,1010537503,MN15
4440,less wealthy,11419,Indian,1/7/2020,02G,Y,0,1/7/2020,40.69251748,-73.81691336,409,28,15600,4201012,4094980001,QN54
4441,wealthier,10036,American,9/16/2019,10F,N,1,9/16/2019,40.760030900000004,-73.99144857,104,3,12100,1024982,1010350001,MN15
4442,less wealthy,11004,Indian,11/19/2019,10F,N,1,11/19/2019,40.73659118,-73.71177115,413,23,157902,4179294,4087680001,QN44
4443,less wealthy,10464,Sandwiches,12/27/2018,10F,N,1,12/27/2018,40.84767881,-73.78666497,210,13,51600,2090620,2056310137,BX10
4444,less wealthy,11205,American,11/26/2019,10F,N,1,11/26/2019,40.69057831,-73.95831164,303,33,23500,3055175,3019260077,BK69
4445,less wealthy,11238,American,7/25/2019,08C,N,1,7/25/2019,40.67992896,-73.96803479,308,35,20300,3027904,3011380009,BK64
4446,wealthier,10012,American,5/4/2019,10F,N,1,5/4/2019,40.72510111,-73.99226844,102,1,5502,1008200,1005217504,MN23
4447,wealthier,10012,Café/Coffee/Tea,10/4/2019,10F,N,1,10/4/2019,40.72528227,-73.99239108,102,1,5502,1082610,1005297505,MN23
4448,wealthier,10014,American,1/14/2020,10B,N,1,1/14/2020,40.73532247,-74.00967045,102,3,7500,1012003,1006377503,MN23
4449,wealthier,10024,Café/Coffee/Tea,3/19/2019,10F,N,1,3/19/2019,40.78938104,-73.97560915,107,6,17500,1080398,1012350042,MN12
4450,wealthier,10019,Salads,9/20/2019,06E,Y,1,9/20/2019,40.76128138,-73.98176334,105,4,13100,1023157,1010040020,MN17
4451,less wealthy,10457,Chinese,9/12/2019,08A,N,1,9/12/2019,40.85413714,-73.90221109,205,15,23502,2013682,2031560108,BX41
4452,less wealthy,11416,American,9/24/2019,10E,N,1,9/24/2019,40.67993724,-73.86122565,409,32,4200,4187957,4090480033,QN53
4453,less wealthy,11105,Bakery,12/9/2019,10F,N,1,12/9/2019,40.77420942,-73.90797573,401,22,11300,4016537,4008230066,QN72
4454,less wealthy,11354,Italian,5/14/2019,04J,Y,1,5/14/2019,40.76407423,-73.83161416,407,20,86900,4000000,4049590037,QN22
4455,wealthier,10013,American,4/5/2019,10F,N,1,4/5/2019,40.726322700000004,-74.00447017,102,3,3700,1007836,1005060047,MN24
4456,wealthier,10305,Italian,10/16/2019,10F,N,1,10/16/2019,40.59332174,-74.08694192,502,50,9601,5107518,5033260052,SI36
4457,less wealthy,10469,Spanish,1/13/2020,06C,Y,0,1/13/2020,40.86601748,-73.8377147,211,13,36000,2054712,2045390015,BX31
4458,less wealthy,10457,Chicken,9/11/2019,08A,N,1,9/11/2019,40.84764735,-73.90076764,206,15,23100,2009453,2029000059,BX41
4459,wealthier,10014,Italian,7/23/2019,02G,Y,1,7/23/2019,40.73330263,-74.00486755,102,3,7300,1076912,1006190038,MN23
4460,less wealthy,11385,Mexican,9/12/2019,09B,N,0,9/12/2019,40.70049927,-73.8988128,405,34,55700,4086678,4035870019,QN20
4461,less wealthy,10452,"Juice, Smoothies, Fruit Salads",8/21/2019,04H,Y,1,8/21/2019,40.84424396,-73.91453603,204,14,20900,2008139,2028460032,BX63
4462,less wealthy,11357,"Ice Cream, Gelato, Yogurt, Ices",8/6/2019,08A,N,1,8/6/2019,40.79015169,-73.81184793,407,19,98100,4596333,4045180033,QN49
4463,wealthier,10013,American,4/22/2019,10D,N,1,4/22/2019,40.71741556,-74.01025946,101,1,3900,1001549,1001430015,MN24
4464,less wealthy,11368,American,10/31/2019,08A,N,1,10/31/2019,40.75186819,-73.84933062,481,21,38302,4050124,4020180500,QN99
4465,less wealthy,11220,Irish,6/4/2019,04H,Y,1,6/4/2019,40.63538799,-74.00967393,307,38,11800,3143607,3057850035,BK34
4466,wealthier,10009,American,7/26/2019,06A,Y,1,7/26/2019,40.72962892,-73.98262354,103,2,3400,1006007,1004400053,MN22
4467,wealthier,10003,American,7/19/2019,10B,N,1,7/19/2019,40.73298903,-73.98649792,103,2,4000,1006900,1004690019,MN22
4468,less wealthy,11234,American,10/31/2019,04L,Y,1,10/31/2019,40.6180156,-73.93184992,318,46,65000,3219537,3078660001,BK58
4469,wealthier,10314,Filipino,8/1/2019,06D,Y,1,8/1/2019,40.6011156,-74.17641066,502,50,29103,5036682,5021620192,SI05
4470,less wealthy,11234,Chinese,7/30/2019,10B,N,1,7/30/2019,40.61962162,-73.91582253,318,46,69800,3236378,3083850052,BK45
4471,wealthier,10033,Seafood,12/17/2019,10F,N,1,12/17/2019,40.84959684,-73.93673724,112,10,26500,1064269,1021760050,MN36
4472,wealthier,10011,Spanish,1/14/2020,10F,N,1,1/14/2020,40.74240436,-73.99923494,104,3,8700,1013968,1007690007,MN13
4473,less wealthy,11417,Pancakes/Waffles,8/8/2019,10D,N,1,8/8/2019,40.68094055,-73.84120982,410,32,4002,4535010,4091210024,QN56
4474,wealthier,10023,Mediterranean,5/2/2019,06C,Y,1,5/2/2019,40.77597961,-73.98213841,107,6,15300,1028948,1011400046,MN14
4475,wealthier,10036,American,1/10/2019,06C,Y,1,1/10/2019,40.75665959,-73.98439597,105,4,11900,1085016,1009970010,MN17
4476,less wealthy,11214,American,7/31/2018,08A,N,1,7/31/2018,40.59131251,-73.99450914,311,43,30400,3378180,3069430030,BK29
4477,wealthier,10013,Italian,4/10/2019,06C,Y,1,4/10/2019,40.72019641,-74.00377711,101,1,3300,1002704,1002100002,MN24
4478,less wealthy,11357,Pizza,11/19/2019,06D,Y,1,11/19/2019,40.7940263,-73.81804524,407,19,97300,4101932,4044750047,QN49
4479,less wealthy,11236,Donuts,4/25/2019,10F,N,1,4/25/2019,40.63206713,-73.88778077,318,46,102800,3235273,3083310006,BK50
4480,wealthier,10019,Italian,2/20/2019,05B,Y,1,2/20/2019,40.76237286,-73.97662623,105,4,10400,1034813,1012700063,MN17
4481,less wealthy,11236,Donuts,5/31/2019,10F,N,1,5/31/2019,40.63699793,-73.91097965,318,46,95400,3224442,3080040007,BK50
4482,wealthier,10018,Sandwiches/Salads/Mixed Buffet,12/12/2019,06E,Y,1,12/12/2019,40.75075046,-73.98706457,105,4,8400,1015883,1008370004,MN17
4483,less wealthy,11217,Ethiopian,10/2/2019,08A,N,1,10/2/2019,40.6791112,-73.98127394,306,39,13100,3019323,3009460011,BK37
4484,less wealthy,11104,American,8/29/2019,10F,N,1,8/29/2019,40.74491621,-73.92120327,402,26,18102,4001950,4001630025,QN31
4485,less wealthy,11414,Japanese,12/17/2019,06C,Y,1,12/17/2019,40.66612458,-73.85171666,410,32,6202,4246916,4114290034,QN57
4486,less wealthy,11433,Pizza,7/22/2019,02G,Y,1,7/22/2019,40.6947411,-73.78990413,412,27,25800,4216706,4101810063,QN01
4487,wealthier,10032,Bakery,5/31/2019,04L,Y,1,5/31/2019,40.84298016,-73.93834467,112,10,25300,1063061,1021280001,MN36
4488,wealthier,10013,Chinese,5/23/2019,10F,N,1,5/23/2019,40.71424306,-73.99876633,103,1,2900,1079262,1001640047,MN27
4489,less wealthy,11385,Sandwiches,1/10/2020,08A,N,1,1/10/2020,40.7099466,-73.85956143,406,29,63700,4530848,4038867501,QN19
4490,less wealthy,11362,American,10/24/2019,10H,N,1,10/24/2019,40.76387238,-73.72671334,411,19,150702,4171502,4082560002,QN45
4491,less wealthy,11220,Chinese,10/7/2019,04M,Y,0,10/7/2019,40.63669156,-74.01187557,307,38,11800,3143586,3057850007,BK34
4492,wealthier,10308,Italian,11/12/2019,06D,Y,1,11/12/2019,40.53972163,-74.14819607,503,51,15601,5067691,5052810032,SI54
4493,less wealthy,11378,Polish,6/20/2019,02G,Y,1,6/20/2019,40.71596293,-73.90152359,405,30,60100,4061652,4027580008,QN30
4494,less wealthy,11373,Thai,10/16/2019,08A,N,1,10/16/2019,40.74074093,-73.87954246,404,25,48500,4038668,4015440036,QN50
4495,wealthier,10128,Café/Coffee/Tea,9/20/2019,06C,Y,1,9/20/2019,40.78258363,-73.95333931,108,4,14802,1048276,1015190059,MN40
4496,less wealthy,11205,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/11/2019,09C,N,1,6/11/2019,40.69627018,-73.97430542,302,35,21100,3321991,3020300056,BK68
4497,wealthier,10023,Mediterranean,7/26/2019,06C,Y,1,7/26/2019,40.7756414,-73.97862542,107,6,15700,1028539,1011230001,MN14
4498,less wealthy,11354,Bakery,7/18/2019,10F,N,1,7/18/2019,40.7614302,-73.83105052,407,20,87100,4112476,4049780008,QN22
4499,wealthier,10019,American,12/20/2019,04A,Y,1,12/20/2019,40.76489188,-73.99161761,104,3,13300,1026668,1010600003,MN15
4500,less wealthy,11419,Donuts,4/2/2019,10F,N,1,4/2/2019,40.68586006,-73.82664907,410,28,9800,4203619,4095540030,QN55
4501,less wealthy,11417,American,3/26/2019,10B,N,1,3/26/2019,40.68076729,-73.84497068,410,32,4002,4189558,4091160037,QN56
4502,less wealthy,11421,American,4/29/2019,10B,N,1,4/29/2019,40.69236468,-73.86047487,409,32,1200,4181527,4088530119,QN53
4503,less wealthy,11421,Donuts,2/27/2019,06C,Y,1,2/27/2019,40.69334623,-73.85301899,409,32,1400,4182096,4088700047,QN53
4504,less wealthy,11234,American,10/11/2019,10F,N,1,10/11/2019,40.61282016,-73.91233025,318,46,69800,3346315,3084701110,BK45
4505,less wealthy,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/30/2019,09B,N,1,10/30/2019,40.74985997,-73.88309177,403,21,28100,4036225,4014710006,QN28
4506,wealthier,10314,"Ice Cream, Gelato, Yogurt, Ices",5/9/2019,04N,Y,1,5/9/2019,40.59128157,-74.16498518,502,51,27706,5107370,5023800040,SI24
4507,less wealthy,11226,Caribbean,3/11/2019,02B,Y,1,3/11/2019,40.63546196,-73.96280667,314,40,52000,3121176,3052360012,BK42
4508,wealthier,10002,French,2/22/2019,10A,N,1,2/22/2019,40.71796177,-73.98974406,103,1,1800,1005276,1004080013,MN27
4509,less wealthy,11433,American,11/1/2019,04N,Y,1,11/1/2019,40.694306299999994,-73.79078902,412,28,26000,4263361,4121520031,QN01
4510,wealthier,10016,Pizza/Italian,12/19/2019,02B,Y,1,12/19/2019,40.74430402,-73.97622479,106,2,7000,1020122,1009140028,MN20
4511,less wealthy,11231,American,8/22/2019,02G,Y,1,8/22/2019,40.67903535,-74.01093133,306,38,5900,3008375,3005290045,BK33
4512,less wealthy,11355,Bakery,1/2/2020,06C,Y,1,1/2/2020,40.75705369,-73.830134,407,20,84900,4464147,4050410041,QN22
4513,less wealthy,11223,Peruvian,10/24/2019,10F,N,1,10/24/2019,40.59392448,-73.96087111,315,47,39200,3194147,3071590251,BK25
4514,less wealthy,11226,Chinese,7/3/2019,09B,N,1,7/3/2019,40.65549384,-73.95635863,309,40,79601,3115971,3050550059,BK60
4515,less wealthy,11432,Caribbean,4/30/2019,02B,Y,1,4/30/2019,40.70492565,-73.79990585,412,24,44601,4441658,4097560054,QN61
4516,wealthier,10017,American,6/6/2019,02G,Y,1,6/6/2019,40.75167689,-73.97842741,105,4,8200,1035334,1012760033,MN20
4517,less wealthy,11205,Caribbean,12/4/2019,10F,N,1,12/4/2019,40.69316784,-73.97116933,302,35,18300,3058370,3020740028,BK68
4518,less wealthy,11102,Delicatessen,6/21/2019,06D,Y,1,6/21/2019,40.77431327,-73.91825107,401,22,9700,4018159,4008540076,QN72
4519,wealthier,10023,Mexican,3/12/2019,08A,N,1,3/12/2019,40.77896578,-73.98135046,107,6,15700,1029960,1011440061,MN14
4520,wealthier,10013,Delicatessen,12/18/2019,02B,Y,1,12/18/2019,40.72107197,-74.00426058,101,1,3300,1002731,1002110028,MN24
4521,less wealthy,11222,Asian,5/29/2019,06F,Y,1,5/29/2019,40.73182382,-73.95792492,301,33,56500,3064388,3025390016,BK76
4522,wealthier,10036,American,3/28/2019,02G,Y,1,3/28/2019,40.75517461,-73.98388016,105,4,11900,1087268,1009950033,MN17
4523,less wealthy,11206,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/25/2019,04O,Y,1,10/25/2019,40.69847442,-73.94401101,303,36,25700,3048406,3017320024,BK75
4524,wealthier,10001,Delicatessen,12/9/2019,02G,Y,1,12/9/2019,40.74978458,-73.98981133,105,3,10100,1015192,1008090001,MN17
4525,less wealthy,10457,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/19/2019,10B,N,1,11/19/2019,40.85410148,-73.90224006,205,15,23502,2013682,2031560108,BX41
4526,wealthier,10024,Irish,9/18/2019,10F,N,1,9/18/2019,40.78454787,-73.97728646,107,6,16500,1032010,1012120001,MN12
4527,wealthier,10014,Chinese,8/9/2019,02G,Y,1,8/9/2019,40.73270407,-74.00831338,102,3,7500,1011720,1006300001,MN23
4528,wealthier,10308,Pizza/Italian,3/19/2019,02B,Y,1,3/19/2019,40.55096589,-74.15118617,503,51,14604,5070227,5054330010,SI54
4529,less wealthy,11215,Japanese,12/4/2019,06B,Y,1,12/4/2019,40.66337039,-73.98452601,306,39,14900,3250854,3010437501,BK37
4530,wealthier,10013,American,5/22/2019,10F,N,1,5/22/2019,40.72321006,-74.00622692,102,1,3700,1002934,1002260001,MN24
4531,less wealthy,11211,Jewish/Kosher,12/2/2019,10F,N,1,12/2/2019,40.70354537,-73.96045667,301,33,53500,3423903,3200169999,BK72
4532,less wealthy,10459,Pizza/Italian,2/20/2019,02G,Y,1,2/20/2019,40.82311973,-73.89099463,202,17,11900,2092020,2027430055,BX27
4533,wealthier,10013,Vegetarian,5/13/2019,02B,Y,1,5/13/2019,40.71485514,-73.99818555,103,1,2900,1001781,1001630008,MN27
4534,wealthier,10019,Chinese,7/25/2019,06D,Y,1,7/25/2019,40.76390787,-73.98027172,105,4,13700,1023388,1010070061,MN17
4535,wealthier,10005,American,7/24/2019,06C,Y,1,7/24/2019,40.70517966,-74.00636949999999,101,1,700,1000873,1000370013,MN25
4536,wealthier,10004,Indian,8/1/2019,02G,Y,1,8/1/2019,40.70354616,-74.01115177,101,1,900,1000014,1000070038,MN25
4537,less wealthy,11204,Bakery,3/26/2019,08A,N,1,3/26/2019,40.61616373,-73.99315637,311,47,26000,3157322,3061720010,BK28
4538,wealthier,10305,Turkish,9/19/2018,02I,Y,1,9/19/2018,40.59548383,-74.06304268,502,50,7400,5046081,5031240085,SI14
4539,wealthier,10022,American,11/2/2019,10H,N,1,11/2/2019,40.7592647,-73.96221026,106,5,10601,1078279,1013700001,MN19
4540,less wealthy,11215,Café/Coffee/Tea,1/13/2020,10F,N,1,1/13/2020,40.66121909,-73.98997269,307,38,14300,3017109,3008790052,BK37
4541,less wealthy,11385,Polish,3/25/2019,08A,N,1,3/25/2019,40.70830188,-73.89792803,405,30,61301,4087677,4036130010,QN20
4542,less wealthy,11103,Indian,3/4/2019,10B,N,1,3/4/2019,40.7652646,-73.91938132,401,22,6300,4519136,4006260042,QN70
4543,wealthier,10022,Delicatessen,9/25/2019,04H,Y,1,9/25/2019,40.76405675,-73.97057176,108,4,11401,1040810,1013750127,MN40
4544,less wealthy,11223,Donuts,5/29/2019,10F,N,1,5/29/2019,40.6088787,-73.97242678,312,44,43800,3174725,3066080050,BK46
4545,less wealthy,11233,Soul Food,7/3/2019,10B,N,1,7/3/2019,40.68191309,-73.934831,303,36,29700,3047065,3016750001,BK61
4546,less wealthy,11238,American,11/25/2019,10H,N,1,11/25/2019,40.67249554,-73.95780387,308,35,21700,3029593,3011780039,BK61
4547,less wealthy,11214,Chinese,9/26/2019,06D,Y,1,9/26/2019,40.60487188,-73.99871794,311,47,28400,3166867,3063740053,BK28
4548,less wealthy,11368,Delicatessen,3/13/2019,02B,Y,1,3/13/2019,40.76049737,-73.84292176,407,21,38301,4437259,4018280029,QN99
4549,less wealthy,11210,Sandwiches,3/18/2019,06D,Y,1,3/18/2019,40.632527200000006,-73.94732348,314,45,78600,3205909,3075580035,BK42
4550,wealthier,10011,American,3/20/2019,09C,N,1,3/20/2019,40.74606861,-74.00161682,104,3,9300,1013339,1007460003,MN13
4551,wealthier,10312,American,6/22/2019,10F,N,1,6/22/2019,40.55439565,-74.19866639,503,51,17010,5108148,5060210096,SI48
4552,less wealthy,11249,Brazilian,9/23/2019,04N,Y,1,9/23/2019,40.71215762,-73.96643215,301,33,54900,3063402,3024410032,BK73
4553,less wealthy,11212,Caribbean,12/5/2019,10F,N,1,12/5/2019,40.65999302,-73.9173753,317,41,89000,3101958,3046720012,BK96
4554,wealthier,10011,Chicken,10/30/2019,04N,Y,1,10/30/2019,40.73665398,-73.99515385,105,3,5400,1015285,1008160013,MN13
4555,less wealthy,11219,Bakery,12/4/2019,06C,Y,1,12/4/2019,40.62515856,-73.997291,311,38,19400,3141886,3057410016,BK30
4556,wealthier,10014,American,5/14/2019,04J,Y,1,5/14/2019,40.73371168,-74.00218302,102,3,7300,1082222,1006100001,MN23
4557,wealthier,10036,American,9/12/2019,06C,Y,1,9/12/2019,40.75715629,-73.98361257,105,4,11900,1022637,1009980018,MN17
4558,less wealthy,11106,Donuts,10/2/2019,04N,Y,1,10/2/2019,40.76329699,-73.92821353,401,22,5300,4007157,4005800022,QN70
4559,less wealthy,11204,Mediterranean,9/26/2019,04A,Y,0,9/26/2019,40.61023129,-73.98370279999999,311,44,43000,3174147,3065970003,BK29
4560,less wealthy,10462,Bakery,8/26/2019,08C,N,1,8/26/2019,40.84575423,-73.8663036,211,15,23200,2043479,2040500011,BX37
4561,less wealthy,11378,Irish,4/26/2019,10F,N,1,4/26/2019,40.72691029999999,-73.89367815,405,30,49302,4308051,4027960002,QN30
4562,wealthier,10036,Pizza/Italian,10/28/2019,10B,N,1,10/28/2019,40.75919367,-73.99045241,104,3,12100,1024978,1010340061,MN15
4563,wealthier,10026,Café/Coffee/Tea,3/21/2019,10F,N,1,3/21/2019,40.80601316,-73.95421143,110,9,25700,1087277,1019457504,MN11
4564,wealthier,10011,Café/Coffee/Tea,2/26/2019,06D,Y,1,2/26/2019,40.74428993,-73.99548531,104,3,9100,1076141,1007990003,MN13
4565,wealthier,10013,American,2/15/2019,09C,N,1,2/15/2019,40.72065166,-74.01009762,101,1,3900,1082816,1002160001,MN24
4566,less wealthy,11230,Donuts,2/19/2019,10F,N,1,2/19/2019,40.62684421,-73.97642890000002,312,44,46400,3129321,3054570110,BK88
4567,less wealthy,10456,American,11/21/2019,10F,N,1,11/21/2019,40.83156137,-73.91201201,204,16,17701,2002160,2024300045,BX14
4568,wealthier,10025,"Ice Cream, Gelato, Yogurt, Ices",12/11/2019,10F,N,1,12/11/2019,40.79971035,-73.96778924,107,7,19100,1056586,1018760020,MN12
4569,wealthier,10013,Café/Coffee/Tea,2/8/2019,10F,N,1,2/8/2019,40.71520645,-73.99733782,103,1,2900,1001798,1001630030,MN27
4570,wealthier,10026,Café/Coffee/Tea,2/27/2019,06D,Y,1,2/27/2019,40.80427312,-73.94805034,110,9,22000,1057557,1019040032,MN11
4571,wealthier,10017,"Juice, Smoothies, Fruit Salads",3/22/2019,10F,N,1,3/22/2019,40.75196956,-73.97358005,106,4,9200,1036168,1012980040,MN19
4572,less wealthy,11207,Caribbean,1/13/2020,04L,Y,1,1/13/2020,40.65707624,-73.88920182,305,42,110400,3097671,3043470030,BK82
4573,less wealthy,11694,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/23/2019,09C,N,1,10/23/2019,40.58416165,-73.82047333,414,32,94201,4303699,4161550092,QN10
4574,less wealthy,11211,Café/Coffee/Tea,2/26/2019,10F,N,1,2/26/2019,40.71539068,-73.94451619,301,34,49700,3068617,3027550002,BK90
4575,wealthier,10029,American,11/14/2019,04N,Y,1,11/14/2019,40.79052203,-73.94251764,111,8,17000,1052420,1016550028,MN33
4576,less wealthy,11109,Chinese,10/23/2018,06C,Y,1,10/23/2018,40.74560774,-73.95716191,402,26,100,4000000,4000210070,QN31
4577,less wealthy,11224,Russian,7/13/2019,10F,N,1,7/13/2019,40.574767,-74.00339089,313,47,33600,3189317,3070290060,BK21
4578,less wealthy,10453,Mexican,2/21/2019,10F,N,1,2/21/2019,40.85850535,-73.90380251,205,14,23900,2014064,2031860059,BX40
4579,wealthier,10003,Pizza,5/9/2019,06D,Y,1,5/9/2019,40.72880345,-73.98819455,103,2,3800,1006674,1004630025,MN22
4580,less wealthy,11217,American,11/20/2019,06D,Y,0,11/20/2019,40.67485217,-73.97201366,306,39,15900,3024467,3010607501,BK37
4581,wealthier,10013,American,2/7/2019,02G,Y,1,2/7/2019,40.71499514,-73.99962845,103,1,2900,1079227,1001640009,MN27
4582,less wealthy,10464,Seafood,6/13/2019,10F,N,1,6/13/2019,40.83869169,-73.7832895,210,13,51600,2082395,2056370061,BX10
4583,less wealthy,11356,Pizza/Italian,3/27/2019,10F,N,1,3/27/2019,40.78625263,-73.83591651,407,19,94500,4098565,4041000001,QN49
4584,less wealthy,11235,American,7/16/2019,04N,Y,0,7/16/2019,40.58595046,-73.9309647,315,48,62800,3248657,3088400103,BK17
4585,less wealthy,11436,American,5/20/2019,10B,N,1,5/20/2019,40.66782405,-73.79811429,412,28,79200,4262609,4120930034,QN76
4586,less wealthy,10466,Donuts,8/15/2019,10F,N,1,8/15/2019,40.89082641,-73.84931827,212,12,42400,2064812,2048680072,BX44
4587,less wealthy,11220,Pizza/Italian,4/11/2019,10D,N,1,4/11/2019,40.6405174,-74.01510114,307,38,7400,3016006,3008550039,BK32
4588,less wealthy,10466,Donuts,10/22/2019,06D,Y,1,10/22/2019,40.89320188,-73.85677109,212,12,42200,2063709,2048460042,BX44
4589,wealthier,10009,American,1/29/2019,10F,N,1,1/29/2019,40.72467481,-73.9839489,103,2,3200,1005080,1004010060,MN22
4590,less wealthy,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/29/2019,10B,N,1,4/29/2019,40.75714998,-73.87025052,403,21,36300,4035078,4014280041,QN27
4591,wealthier,10034,Japanese,7/23/2019,09C,N,1,7/23/2019,40.86605452,-73.92787440000001,112,10,29500,1064935,1022370008,MN01
4592,less wealthy,11432,Cajun,3/5/2019,10F,N,1,3/5/2019,40.70492565,-73.79990585,412,24,44601,4441658,4097560054,QN61
4593,wealthier,10027,American,9/3/2019,10B,N,1,9/3/2019,40.80970979,-73.96008991,109,7,20300,1088704,1019750001,MN09
4594,wealthier,10012,French,11/1/2019,04H,Y,1,11/1/2019,40.72851037,-73.99988815,102,3,6500,1083503,1005257501,MN23
4595,less wealthy,10466,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/16/2020,08A,N,1,1/16/2020,40.89117578,-73.85859114,212,12,42200,2063603,2048430045,BX44
4596,less wealthy,10474,Café/Coffee/Tea,4/4/2019,06C,Y,1,4/4/2019,40.81765305,-73.8834708,202,17,11502,2006484,2027620248,BX27
4597,less wealthy,11235,"Ice Cream, Gelato, Yogurt, Ices",10/28/2019,04N,Y,0,10/28/2019,40.58974131,-73.96054952,315,48,37000,3195592,3072040110,BK19
4598,less wealthy,11201,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/17/2020,04N,Y,1,1/17/2020,40.6921605,-73.98574535,302,33,1100,3000411,3001520028,BK38
4599,wealthier,10011,Sandwiches,10/30/2019,06F,Y,1,10/30/2019,40.73771082,-74.00028146,102,3,7100,1010598,1006080009,MN23
4600,less wealthy,10472,Bakery,12/19/2019,08A,N,1,12/19/2019,40.82944086,-73.87482463,209,18,6200,2025353,2037770001,BX08
4601,less wealthy,11435,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/13/2019,04A,Y,1,8/13/2019,40.70264974,-73.80927908,412,24,24000,4206725,4096750029,QN61
4602,wealthier,10012,Eastern European,7/24/2019,10F,N,1,7/24/2019,40.72177469,-73.9975901,102,1,4500,1007222,1004820031,MN24
4603,less wealthy,11204,Pizza,5/20/2019,06D,Y,1,5/20/2019,40.61128612,-73.99131283,311,47,26800,3159748,3062170041,BK28
4604,less wealthy,11385,Pizza,10/22/2019,10F,N,1,10/22/2019,40.7124487,-73.90045748,405,30,61301,4087420,4036080022,QN20
4605,less wealthy,11209,Mexican,2/20/2019,06C,Y,1,2/20/2019,40.63332113,-74.02703933,310,43,6600,3147306,3059070046,BK31
4606,less wealthy,10465,American,11/6/2019,09C,N,1,11/6/2019,40.81694568,-73.80671031,210,13,11800,2101007,2055210170,BX52
4607,wealthier,10026,Mexican,6/13/2019,10F,N,1,6/13/2019,40.80001738,-73.95115268,110,9,21600,1054986,1018220036,MN11
4608,less wealthy,11210,Caribbean,6/27/2019,02B,Y,1,6/27/2019,40.62911647,-73.94373437,318,45,74200,3207294,3075970074,BK58
4609,wealthier,10017,American,5/31/2019,02G,Y,1,5/31/2019,40.75423683,-73.97399422,106,4,9200,1036206,1013010023,MN19
