,borough,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,score,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
196,less wealthy,11211,Italian,2/7/2019,06F,Y,1,2/7/2019,40.71671133,-73.95148452,301,33,51500,3068243,3027410013,BK73
197,less wealthy,11361,Hamburgers,10/31/2019,02B,Y,1,10/31/2019,40.76185912,-73.75919934,411,19,147100,4160989,4074740016,QN46
198,wealthier,10013,American,6/17/2019,06C,Y,1,6/17/2019,40.72599304,-74.00930109,102,3,3700,1010344,1005950071,MN24
199,less wealthy,11377,Hamburgers,3/21/2019,10B,N,1,3/21/2019,40.75425192,-73.89781765,403,25,30902,4026245,4011640045,QN28
200,wealthier,10312,Hamburgers,7/15/2019,08C,N,1,7/15/2019,40.55951214,-74.16955254,503,51,14607,5073737,5055330047,SI54
201,wealthier,10016,Italian,9/4/2019,10F,N,1,9/4/2019,40.74934943,-73.97894066,106,4,8000,1019118,1008930082,MN20
202,wealthier,10021,American,3/12/2019,09C,N,1,3/12/2019,40.77397438,-73.96384104,108,4,13000,1041694,1013900017,MN40
203,less wealthy,11362,American,3/23/2019,10F,N,1,3/23/2019,40.76055651,-73.73128614,411,23,152902,4172803,4083360001,QN45
204,wealthier,10017,American,12/30/2019,04H,Y,1,12/30/2019,40.75505127,-73.97087534,106,4,9800,1038223,1013230001,MN19
205,less wealthy,11357,Hamburgers,7/3/2019,08A,N,1,7/3/2019,40.78061912,-73.80203901,407,19,101700,4107760,4047580100,QN47
206,wealthier,10012,American,6/19/2019,06D,Y,1,6/19/2019,40.73012978,-74.00038607,102,1,6500,1008747,1005430022,MN23
207,less wealthy,11004,Hamburgers,2/4/2019,02G,Y,1,2/4/2019,40.73697353,-73.70992195,413,23,157903,4179815,4087880001,QN44
208,less wealthy,11236,Hamburgers,12/26/2019,10F,N,1,12/26/2019,40.65287204,-73.91980597,317,42,88800,3103358,3047110036,BK96
209,less wealthy,11101,Italian,9/13/2019,10F,N,1,9/13/2019,40.74446803,-73.94890554,402,26,700,4436618,4000570001,QN31
210,less wealthy,11230,Italian,1/16/2019,08A,N,1,1/16/2019,40.63497559,-73.96117841,314,40,51800,3120553,3052170037,BK42
211,wealthier,10036,American,6/6/2019,10F,N,1,6/6/2019,40.75860922,-73.99305143,104,3,12100,1083745,1010520001,MN15
212,less wealthy,11204,Jewish/Kosher,11/15/2019,06E,Y,1,11/15/2019,40.63150355,-73.98500899,312,44,47400,3128989,3054480010,BK88
213,wealthier,10002,American,4/26/2019,06F,Y,1,4/26/2019,40.71473855,-73.98260579,103,1,1200,1004065,1003310065,MN28
214,less wealthy,11204,Italian,5/7/2019,04H,Y,1,5/7/2019,40.61077672,-73.97886929,311,44,43400,3173432,3065800034,BK29
215,wealthier,10014,"Bottled beverages, including water, sodas, juices, etc.",11/15/2019,08A,N,1,11/15/2019,40.73319281,-74.00547734,102,3,7300,1010036,1005880048,MN23
216,less wealthy,11234,American,5/25/2019,04A,Y,1,5/25/2019,40.60933941,-73.93197766,318,46,65800,3240112,3085020010,BK45
217,less wealthy,11358,American,2/15/2019,10B,N,1,2/15/2019,40.75784728,-73.78456423,411,19,145101,4124565,4055200025,QN48
218,less wealthy,11209,American,8/20/2019,06D,Y,1,8/20/2019,40.62982119,-74.02845014,310,43,6400,3149778,3059600005,BK31
219,less wealthy,10465,Hamburgers,11/12/2019,10B,N,1,11/12/2019,40.82757806,-73.82327208,210,13,15200,2079915,2055430086,BX52
220,wealthier,10014,French,11/19/2019,10F,N,1,11/19/2019,40.73735386,-74.00574111,102,3,7900,1011371,1006240017,MN23
221,wealthier,10075,Italian,6/27/2019,10F,N,1,6/27/2019,40.77464251,-73.95910728,108,4,14000,1043268,1014130153,MN40
222,less wealthy,11374,Hamburgers,2/8/2019,10F,N,1,2/8/2019,40.73177314,-73.86656565,406,29,71702,4050127,4020750050,QN18
223,less wealthy,11106,Greek,1/8/2020,06C,Y,0,1/8/2020,40.76147748,-73.92436023,401,22,5900,4008332,4006120040,QN70
224,wealthier,10019,American,2/8/2019,06D,Y,1,2/8/2019,40.76186522,-73.97733032,105,4,10400,1034786,1012700001,MN17
225,less wealthy,11229,American,9/19/2019,06D,Y,1,9/19/2019,40.59810167,-73.93101329999999,315,46,62800,3248376,3088270025,BK17
226,less wealthy,11213,Bakery,9/11/2019,10F,N,1,9/11/2019,40.66943476,-73.93383029,308,35,35100,3037312,3013900005,BK61
227,less wealthy,11434,Hamburgers,4/16/2019,10F,N,1,4/16/2019,40.66793532,-73.78098428,412,31,29400,4266764,4123100001,QN02
228,less wealthy,10472,Pizza,11/4/2019,06C,Y,1,11/4/2019,40.82917833,-73.87570682,209,18,5400,2025317,2037760001,BX08
229,less wealthy,11357,Italian,10/30/2018,06D,Y,1,10/30/2018,40.79346399,-73.81314953,407,19,98700,4102818,4045260080,QN49
230,wealthier,10022,American,5/3/2019,02G,Y,1,5/3/2019,40.75879835,-73.97281208,105,4,10200,1035713,1012880033,MN17
231,wealthier,10019,American,1/3/2019,02G,Y,1,1/3/2019,40.76313625,-73.97839841,105,4,13700,1023394,1010080029,MN17
232,wealthier,10312,American,2/27/2019,06C,Y,1,2/27/2019,40.55901275,-74.1694397,503,51,14607,5073736,5055330038,SI54
233,less wealthy,11218,Pizza/Italian,9/27/2019,10B,N,1,9/27/2019,40.64337635,-73.97802655,312,39,48800,3124589,3053350078,BK41
234,wealthier,10016,Italian,2/14/2019,09C,N,1,2/14/2019,40.74686575,-73.98082174,106,2,7200,1078763,1008900001,MN20
235,wealthier,10019,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/29/2019,02G,Y,1,8/29/2019,40.76296148,-73.983853,105,3,13100,1080858,1010230051,MN17
236,less wealthy,11209,Pizza/Italian,11/21/2019,02B,Y,1,11/21/2019,40.63124038,-74.02788872,310,43,6600,3148686,3059390047,BK31
237,wealthier,10018,Steak,9/10/2019,09C,N,1,9/10/2019,40.75075309,-73.98610812,105,4,8400,1083645,1008370084,MN17
238,wealthier,10016,American,5/9/2019,10B,N,1,5/9/2019,40.74604728,-73.97786985,106,2,7800,1020177,1009150065,MN20
239,less wealthy,11372,Irish,3/6/2019,04L,Y,1,3/6/2019,40.74852436,-73.89264019,403,25,28900,4029796,4012847501,QN28
240,wealthier,10012,Italian,9/3/2019,06C,Y,1,9/3/2019,40.72984432,-73.99896087,102,1,6500,1008673,1005390017,MN23
241,wealthier,10022,Italian,8/15/2019,10B,N,0,8/15/2019,40.76047906,-73.96597453,106,4,10800,1038643,1013320120,MN19
242,less wealthy,11203,Hamburgers,5/28/2019,10F,N,1,5/28/2019,40.64491615,-73.92158848,317,45,94600,3221965,3079160035,BK96
243,wealthier,10012,American,11/14/2018,08A,N,1,11/14/2018,40.72878759,-73.99935056,102,1,6500,1077847,1005370037,MN23
244,wealthier,10023,Chinese,11/21/2019,04L,Y,0,11/21/2019,40.7722739,-73.98036309999999,107,6,14900,1028160,1011180005,MN14
245,wealthier,10036,Thai,9/30/2019,10B,N,1,9/30/2019,40.76051342,-73.9858173,105,3,12500,1024765,1010190059,MN17
246,less wealthy,10464,Seafood,6/18/2019,10F,N,1,6/18/2019,40.83765897,-73.78292064,210,13,51600,2097766,2056240130,BX10
247,wealthier,10028,Italian,11/8/2019,06A,Y,1,11/8/2019,40.77670406,-73.95260688,108,5,14601,1048737,1015300022,MN32
248,wealthier,10001,Irish,6/25/2019,04L,Y,1,6/25/2019,40.74880508,-73.99591088,105,3,9500,1014275,1007780074,MN17
249,wealthier,10001,Irish,1/10/2020,06D,Y,1,1/10/2020,40.74975474,-73.99522147,105,3,10100,1014332,1007800001,MN17
250,less wealthy,11234,Italian,5/8/2019,10B,N,1,5/8/2019,40.60865231,-73.91428056,318,46,69800,3238580,3084701028,BK45
251,wealthier,10012,Japanese,10/24/2019,02B,Y,1,10/24/2019,40.72582323,-74.00185083,102,3,4900,1007787,1005030023,MN24
252,less wealthy,11367,Hamburgers,1/8/2019,06C,Y,1,1/8/2019,40.72752121,-73.81325937,408,24,122702,4315234,4068050045,QN38
253,wealthier,10019,Irish,7/31/2019,10F,N,1,7/31/2019,40.76243426,-73.98229367,105,4,13100,1024827,1010240029,MN17
254,less wealthy,11435,American,3/13/2019,10F,N,1,3/13/2019,40.698904600000006,-73.80688436,412,27,20800,4213954,4099930018,QN61
255,wealthier,10013,Italian,1/2/2020,06D,Y,1,1/2/2020,40.71799515,-73.99803755,102,1,4100,1002652,1002060016,MN24
256,wealthier,10019,French,11/20/2019,10F,N,1,11/20/2019,40.76320356,-73.98827145,104,3,13300,1025173,1010410005,MN15
257,less wealthy,11249,American,9/25/2019,10F,N,1,9/25/2019,40.72051696,-73.95485122,301,33,51700,3061540,3022900017,BK73
258,less wealthy,11414,Pizza,9/12/2019,08A,N,1,9/12/2019,40.66608921,-73.85195825,410,32,6202,4246916,4114290034,QN57
259,less wealthy,11417,Pizza/Italian,4/9/2019,02H,Y,1,4/9/2019,40.68068177,-73.84263818,410,32,4002,4189621,4091190035,QN56
260,wealthier,10065,Indian,7/22/2019,04M,Y,1,7/22/2019,40.76428624,-73.96666569,108,4,11402,1042039,1013970020,MN40
261,wealthier,10028,Italian,8/7/2019,09C,N,1,8/7/2019,40.77545297,-73.94747716,108,5,14401,1050540,1015650022,MN32
262,wealthier,10027,American,6/13/2019,08A,N,1,6/13/2019,40.80649728,-73.9501148,110,9,22000,1057675,1019060001,MN11
263,wealthier,10011,Italian,6/4/2019,02B,Y,1,6/4/2019,40.73493583,-73.99718548,102,3,6300,1009601,1005750086,MN23
264,wealthier,10003,American,1/8/2020,10F,N,1,1/8/2020,40.72994292,-73.99296062,102,1,5700,1008840,1005480070,MN23
265,less wealthy,11214,Italian,2/27/2019,02B,Y,1,2/27/2019,40.61204673,-73.99734556,311,43,27600,3161451,3062480050,BK28
266,less wealthy,11417,American,3/13/2019,04L,Y,1,3/13/2019,40.68353886,-73.8404897,410,32,11200,4201304,4095050001,QN54
267,less wealthy,11361,Greek,11/12/2019,06D,Y,1,11/12/2019,40.75771554,-73.78310999,411,19,146300,4124610,4055220001,QN46
268,wealthier,10075,Italian,9/19/2019,06C,Y,1,9/19/2019,40.7725058,-73.95564623,108,5,13400,1045226,1014520050,MN31
269,less wealthy,11375,Italian,11/7/2019,04A,Y,1,11/7/2019,40.71874857,-73.84029328,406,29,76901,4078798,4032920015,QN17
270,wealthier,10310,American,4/3/2019,08A,N,1,4/3/2019,40.63043625,-74.10698897,501,49,12100,5007359,5002750045,SI35
271,wealthier,10012,American,11/13/2018,10B,N,1,11/13/2018,40.73076382,-74.00079379,102,1,6500,1008768,1005430066,MN23
272,wealthier,10016,Seafood,5/1/2019,08A,N,1,5/1/2019,40.74089419,-73.97248741,106,4,6200,1088948,1009620098,MN20
273,less wealthy,11231,Italian,3/5/2019,09C,N,1,3/5/2019,40.68228287,-73.99592218,306,39,7500,3007223,3004350009,BK33
274,wealthier,10014,American,12/17/2019,04N,Y,1,12/17/2019,40.733407,-74.00242837,102,3,7100,1010232,1005920040,MN23
275,less wealthy,11201,Mediterranean,8/28/2019,10F,N,1,8/28/2019,40.69030305,-73.99464519,306,39,4500,3002955,3002850027,BK33
276,wealthier,10021,Delicatessen,12/24/2019,02G,Y,1,12/24/2019,40.76861307,-73.96140347,108,4,12600,1043920,1014250001,MN31
277,wealthier,10019,Irish,1/16/2020,06D,Y,1,1/16/2020,40.76573855,-73.9798849,105,4,13700,1024903,1010290027,MN17
278,wealthier,10012,Japanese,9/3/2019,02G,Y,0,9/3/2019,40.72771164,-74.00025617,102,1,6500,1084919,1005250035,MN23
279,less wealthy,10464,Seafood,1/9/2019,06D,Y,1,1/9/2019,40.85725113,-73.79041547,210,13,51600,2000000,2056360177,BX10
280,less wealthy,10462,Pizza/Italian,4/11/2019,10B,N,1,4/11/2019,40.85446555,-73.865892,211,13,22403,2049410,2043190050,BX49
281,wealthier,10309,Pizza/Italian,11/14/2019,10F,N,1,11/14/2019,40.54235092,-74.20823691,503,51,20801,5079745,5061450040,SI32
282,less wealthy,11385,Hamburgers,4/3/2019,08A,N,1,4/3/2019,40.7017391,-73.88083222,405,30,62900,4090455,4037080033,QN19
283,wealthier,10016,American,11/13/2019,10F,N,1,11/13/2019,40.74622292,-73.97773987,106,2,7800,1020174,1009150062,MN20
284,less wealthy,11365,Pizza,10/10/2019,06D,Y,1,10/10/2019,40.73307344,-73.8047535,408,24,122701,4149770,4069310001,QN38
285,less wealthy,11209,Pizza/Italian,2/13/2019,04L,Y,1,2/13/2019,40.63271448,-74.02726606,310,43,6600,3147848,3059180009,BK31
286,wealthier,10017,American,3/14/2019,06C,Y,1,3/14/2019,40.75102757,-73.97133909,106,4,8800,1037564,1013170028,MN19
287,wealthier,10023,French,8/12/2019,06D,Y,1,8/12/2019,40.77746465,-73.98301541,107,6,15500,1030348,1011580033,MN14
288,less wealthy,11367,Donuts,1/6/2020,10F,N,1,1/6/2020,40.73939635,-73.81574116,407,20,83700,4141524,4064410030,QN62
289,wealthier,10025,American,10/1/2019,09C,N,1,10/1/2019,40.79803372,-73.96929978,107,7,18700,1056505,1018730020,MN12
290,less wealthy,11375,Japanese,12/9/2019,06D,Y,0,12/9/2019,40.72098186,-73.84561273,406,29,71100,4077496,4032390032,QN17
291,wealthier,10029,Mexican,1/25/2019,10F,N,1,1/25/2019,40.79828609,-73.94086392,111,8,18200,1052256,1016430044,MN34
292,wealthier,10003,Italian,11/26/2019,10F,N,1,11/26/2019,40.73240224,-73.99307222,102,2,5900,1009097,1005610011,MN23
293,wealthier,10018,American,2/25/2019,10F,N,1,2/25/2019,40.75174161,-73.99005646,105,3,10900,1015222,1008110001,MN17
294,less wealthy,11379,American,7/22/2019,06D,Y,1,7/22/2019,40.71438705,-73.90108223,405,30,60300,4061825,4027630055,QN21
295,less wealthy,11378,American,3/25/2019,06D,Y,1,3/25/2019,40.72710219,-73.89341447,405,30,49302,4058560,4025010029,QN30
296,less wealthy,11235,American,5/9/2019,04L,Y,1,5/9/2019,40.58389071,-73.93855598,315,48,62200,3248030,3088150035,BK17
297,wealthier,10310,American,9/17/2019,06D,Y,1,9/17/2019,40.63810304,-74.10925325,501,49,10500,5003624,5001390001,SI35
298,wealthier,10012,American,6/12/2019,10F,N,1,6/12/2019,40.72826883,-73.99935778,102,1,6500,1008649,1005370036,MN23
299,less wealthy,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/7/2019,04N,Y,0,11/7/2019,40.74793365,-73.88091529,404,21,26901,4037051,4015020003,QN29
300,wealthier,10012,Italian,7/24/2019,04L,Y,1,7/24/2019,40.72944359,-74.00096335,102,1,6500,1008734,1005420052,MN23
301,less wealthy,11374,Seafood,10/24/2019,08A,N,1,10/24/2019,40.72219743,-73.86724509999999,405,30,67900,4070117,4030140026,QN21
302,less wealthy,10475,Donuts,7/31/2019,08A,N,1,7/31/2019,40.8857797,-73.82837527,212,12,46202,2095194,2052800001,BX13
303,wealthier,10003,American,11/20/2019,06D,Y,1,11/20/2019,40.73475296,-73.97994841,106,2,6400,1020526,1009250039,MN21
304,wealthier,10018,American,9/16/2019,10F,N,1,9/16/2019,40.75251016,-73.9902332,105,3,10900,1014445,1007860051,MN17
305,wealthier,10021,Italian,9/30/2019,10F,N,1,9/30/2019,40.77128305,-73.95946678,108,4,13400,1044020,1014290002,MN31
306,wealthier,10022,Japanese,6/26/2019,10F,N,1,6/26/2019,40.75751058,-73.97088148,106,4,10000,1036468,1013070029,MN19
307,wealthier,10006,American,4/4/2019,10B,N,1,4/4/2019,40.70963664,-74.01271101,101,1,1300,1001038,1000520010,MN25
308,less wealthy,10470,Irish,5/6/2019,10F,N,1,5/6/2019,40.897844799999994,-73.86725104,212,11,44902,2019107,2033760058,BX62
309,wealthier,10028,American,10/30/2019,10F,N,1,10/30/2019,40.77737158,-73.96136588,108,4,14200,1046617,1014920017,MN40
310,less wealthy,11219,Continental,4/10/2019,06D,Y,1,4/10/2019,40.63119159,-74.00306592,312,44,21400,3141233,3057170008,BK88
311,wealthier,10178,American,8/7/2019,09A,N,1,8/7/2019,40.75098522,-73.97848538,105,4,8000,1036144,1012950001,MN20
312,less wealthy,10463,American,5/14/2019,03B,Y,1,5/14/2019,40.88500629999999,-73.90127222,208,11,28500,2083856,2057660757,BX29
313,less wealthy,11379,Pizza,2/27/2019,10F,N,1,2/27/2019,40.71282521,-73.87819353,405,30,61900,4091340,4037700024,QN21
314,wealthier,10012,American,3/27/2019,08A,N,1,3/27/2019,40.72821942,-73.99925675,102,1,6500,1008648,1005370035,MN23
315,wealthier,10019,Mexican,12/6/2019,02H,Y,1,12/6/2019,40.76419718,-73.98841568,104,3,13300,1025191,1010420001,MN15
316,wealthier,10024,Jewish/Kosher,10/30/2019,04M,Y,1,10/30/2019,40.78782461,-73.97489470000001,107,6,17300,1032218,1012170064,MN12
317,less wealthy,11432,Indian,1/13/2020,09C,N,1,1/13/2020,40.71335811,-73.80177422,408,24,44800,4446002,4098540004,QN35
318,less wealthy,11201,American,2/28/2019,10F,N,1,2/28/2019,40.69124736,-73.99798786,302,33,700,3002254,3002580102,BK09
319,less wealthy,11385,Pizza/Italian,7/19/2019,04L,Y,1,7/19/2019,40.7013129,-73.88825524,405,30,62900,4090148,4036980035,QN19
320,less wealthy,11224,American,4/6/2019,09B,N,1,4/6/2019,40.57552867,-73.98185025,313,47,35200,3329350,3070740250,BK21
321,wealthier,10014,Tex-Mex,10/21/2019,10B,N,1,10/21/2019,40.73201268,-74.00140359,102,3,6700,1010146,1005900031,MN23
322,wealthier,10001,American,9/23/2019,06C,Y,1,9/23/2019,40.74711976,-73.99499068,105,3,9500,1014251,1007770018,MN17
323,less wealthy,11215,Pizza,10/28/2019,02B,Y,1,10/28/2019,40.66706165,-73.98141432,306,39,15300,3025919,3010900074,BK37
324,wealthier,10025,Greek,7/10/2019,08A,N,1,7/10/2019,40.80548964,-73.96394666,109,7,19900,1057007,1018840052,MN09
325,wealthier,10003,Japanese,8/6/2019,10E,N,0,8/6/2019,40.72985756,-73.98943193,103,2,3800,1006737,1004640006,MN22
326,less wealthy,11201,American,4/17/2019,10B,N,1,4/17/2019,40.69751075,-73.99325978,302,33,501,3001864,3002360112,BK09
327,wealthier,10017,Italian,7/29/2019,06C,Y,1,7/29/2019,40.75106917,-73.97311481,106,4,8800,1037552,1013160023,MN19
328,wealthier,10009,Caribbean,5/30/2019,06D,Y,1,5/30/2019,40.72596206,-73.98360945,103,2,3200,1005791,1004340029,MN22
329,wealthier,10022,Mexican,8/22/2019,10F,N,1,8/22/2019,40.75887779,-73.9625173,106,5,10800,1040007,1013500030,MN19
330,wealthier,10310,American,9/17/2019,06F,Y,1,9/17/2019,40.62974367,-74.11081387,501,49,12100,5007681,5002860003,SI35
331,wealthier,10306,American,5/7/2019,10F,N,1,5/7/2019,40.57591441,-74.14825868,502,50,27900,5141708,5023590001,SI24
332,wealthier,10032,American,12/24/2019,10F,N,1,12/24/2019,40.84139708,-73.93954604,112,10,25100,1063383,1021380102,MN36
333,less wealthy,10465,Pizza,5/13/2019,10F,N,1,5/13/2019,40.81955991,-73.81753076,210,13,13000,2077266,2054450005,BX52
334,wealthier,10022,Irish,10/8/2019,08C,N,0,10/8/2019,40.756238399999994,-73.96595866,106,4,9800,1039803,1013450030,MN19
335,less wealthy,11232,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/4/2019,08A,N,1,11/4/2019,40.65421476,-74.00449776,307,38,8400,3010335,3006970010,BK32
336,wealthier,10019,Chinese,1/10/2020,08A,N,1,1/10/2020,40.76937378,-73.98837867,104,6,13500,1027078,1010860030,MN15
337,less wealthy,11375,American,1/16/2020,10F,N,1,1/16/2020,40.71531199,-73.83250978,406,29,76902,4079984,4033460020,QN17
338,less wealthy,11209,American,8/27/2019,08A,N,1,8/27/2019,40.62127575,-74.03196222,310,43,6000,3154131,3060630038,BK31
339,less wealthy,11209,Pizza,5/18/2019,02B,Y,1,5/18/2019,40.62136502,-74.02632843,310,43,16000,3153551,3060450039,BK31
340,wealthier,10009,Russian,8/20/2019,04H,Y,1,8/20/2019,40.72834449,-73.98345372,103,2,3400,1005904,1004370015,MN22
341,less wealthy,11363,Italian,3/28/2019,10B,N,1,3/28/2019,40.76823714,-73.74857669,411,19,147900,4311774,4081000032,QN45
342,less wealthy,11423,Pizza,6/25/2019,02H,Y,1,6/25/2019,40.72042481,-73.76089006,408,23,47800,4224410,4105330001,QN06
343,less wealthy,11357,Italian,5/16/2019,10F,N,1,5/16/2019,40.787035100000004,-73.81442795,407,19,103900,4105654,4046620038,QN49
344,wealthier,10019,French,6/19/2019,08A,N,1,6/19/2019,40.76133904,-73.9819005,105,4,13100,1023157,1010040020,MN17
345,wealthier,10004,Pizza,1/2/2019,10F,N,1,1/2/2019,40.70550031,-74.01239643,101,1,900,1078979,1000220017,MN25
346,wealthier,10028,American,9/24/2019,04L,Y,1,9/24/2019,40.77713558,-73.95406166,108,5,14601,1048734,1015300015,MN32
347,wealthier,10303,Spanish,4/4/2019,06D,Y,1,4/4/2019,40.62628974,-74.15836786,501,49,23100,5090069,5012340116,SI12
348,wealthier,10306,Italian,7/31/2019,06D,Y,1,7/31/2019,40.56512856,-74.12670451,503,50,13204,5058330,5042650082,SI25
349,less wealthy,11217,Bakery,5/30/2019,10F,N,1,5/30/2019,40.67535512,-73.97486149,306,39,15900,3019643,3009510046,BK37
350,less wealthy,10471,American,2/5/2019,06D,Y,1,2/5/2019,40.88971078,-73.89815838,208,11,28500,2084211,2058011050,BX29
351,wealthier,10019,Russian,8/29/2019,02H,Y,0,8/29/2019,40.76310426,-73.98419229999999,105,3,13100,1024821,1010230059,MN17
352,wealthier,10314,Pizza,1/13/2020,04L,Y,1,1/13/2020,40.60703839,-74.16379258,502,50,29103,5036646,5021600007,SI05
353,less wealthy,11207,Hamburgers,9/16/2019,06C,Y,1,9/16/2019,40.65766982,-73.88993248,305,42,110400,3097670,3043470018,BK82
354,wealthier,10013,Italian,10/15/2019,09C,N,1,10/15/2019,40.71991098,-73.99707789,102,1,4100,1006967,1004710019,MN24
355,less wealthy,11361,American,5/15/2019,06C,Y,1,5/15/2019,40.76975708,-73.78913947,411,19,108500,4134059,4060230029,QN46
356,wealthier,10003,American,10/18/2019,04L,Y,1,10/18/2019,40.73690034,-73.98664868,105,2,5000,1017899,1008740065,MN21
357,less wealthy,11368,Pizza,9/3/2019,10F,N,1,9/3/2019,40.75034006,-73.87011225,403,21,37500,4043853,4017590035,QN26
358,less wealthy,11222,Polish,12/11/2019,04A,Y,1,12/11/2019,40.72349055,-73.95064257,301,33,56900,3066706,3026790009,BK76
359,wealthier,10003,Eastern European,7/25/2019,10H,N,1,7/25/2019,40.72908607,-73.98730331,103,2,3800,1006363,1004500008,MN22
360,less wealthy,11207,Hamburgers,6/11/2019,10B,N,1,6/11/2019,40.65585423,-73.88859837,305,42,110400,3097774,3043680016,BK82
361,less wealthy,11229,Pizza,10/21/2019,04N,Y,1,10/21/2019,40.61035512,-73.95438577,315,48,55000,3182549,3067820074,BK44
362,wealthier,10036,French,6/7/2019,02B,Y,0,6/7/2019,40.75870531,-73.99332576,104,3,11500,1026332,1010510040,MN15
363,less wealthy,11004,Donuts,11/21/2019,10F,N,1,11/21/2019,40.73623277,-73.71332795,413,23,157903,4179652,4087820064,QN44
364,less wealthy,11105,Bakery,3/29/2019,06A,Y,1,3/29/2019,40.77350728,-73.90523636,401,22,12100,4015470,4007970006,QN72
365,less wealthy,11209,American,5/28/2019,10F,N,1,5/28/2019,40.62979923,-74.02845734,310,43,6400,3149776,3059600003,BK31
366,wealthier,10003,Mediterranean,3/26/2019,04L,Y,1,3/26/2019,40.73057635,-73.98621698,103,2,4000,1006471,1004530003,MN22
367,wealthier,10014,American,12/17/2019,04L,Y,1,12/17/2019,40.73629971,-74.00829218,102,3,7900,1011923,1006357502,MN23
368,wealthier,10003,American,4/10/2019,09A,N,1,4/10/2019,40.72956649,-73.98816555,103,2,3800,1006744,1004640032,MN22
