DBA,borough,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,score,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
PAPA JOHN'S DELI,less wealthy,10464,Sandwiches,12/27/18,10F,N,1,12/27/18,40.84767881,-73.78666497,210,13,51600,2090620,2056310137,BX10
RUSTIK 471,less wealthy,11205,American,11/26/19,10F,N,1,11/26/19,40.69057831,-73.95831164,303,33,23500,3055175,3019260077,BK69
WEATHER UP,less wealthy,11238,American,7/25/19,08C,N,1,7/25/19,40.67992896,-73.96803479,308,35,20300,3027904,3011380009,BK64
SAXON & PAROLE,wealthier,10012,American,5/4/19,10F,N,1,5/4/19,40.72510111,-73.99226844,102,1,5502,1008200,1005217504,MN23
THINK COFFEE,wealthier,10012,Café/Coffee/Tea,10/4/19,10F,N,1,10/4/19,40.72528227,-73.99239108,102,1,5502,1082610,1005297505,MN23
THE RUSTY KNOT,wealthier,10014,American,1/14/20,10B,N,1,1/14/20,40.73532247,-74.00967045,102,3,7500,1012003,1006377503,MN23
STARBUCKS,wealthier,10024,Café/Coffee/Tea,3/19/19,10F,N,1,3/19/19,40.78938104,-73.97560915,107,6,17500,1080398,1012350042,MN12
CHOP'T,wealthier,10019,Salads,9/20/19,06E,Y,1,9/20/19,40.76128138,-73.98176334,105,4,13100,1023157,1010040020,MN17
LIN'S GOLDEN WHEEL CHINESE RESTAURANT,less wealthy,10457,Chinese,9/12/19,08A,N,1,9/12/19,40.85413714,-73.90221109,205,15,23502,2013682,2031560108,BX41
MEDINA FRIED CHICKEN & INDIAN CUISINE,less wealthy,11416,American,9/24/19,10E,N,1,9/24/19,40.67993724,-73.86122565,409,32,4200,4187957,4090480033,QN53
MARTHAS COUNTRY BAKERY,less wealthy,11105,Bakery,12/9/19,10F,N,1,12/9/19,40.77420942,-73.90797573,401,22,11300,4016537,4008230066,QN72
MAGNA BAR & RESTAURANT,less wealthy,11354,Italian,5/14/19,04J,Y,1,5/14/19,40.76407423,-73.83161416,407,20,86900,4000000,4049590037,QN22
HURON CLUB/SOHO PLAYHOUSE,wealthier,10013,American,4/5/19,10F,N,1,4/5/19,40.7263227,-74.00447017,102,3,3700,1007836,1005060047,MN24
CIELO RISTORANTE,wealthier,10305,Italian,10/16/19,10F,N,1,10/16/19,40.59332174,-74.08694192,502,50,9601,5107518,5033260052,SI36
CARIDAD & LOUIE'S RESTAURANT,less wealthy,10469,Spanish,1/13/20,06C,Y,0,1/13/20,40.86601748,-73.8377147,211,13,36000,2054712,2045390015,BX31
POPEYES,less wealthy,10457,Chicken,9/11/19,08A,N,1,9/11/19,40.84764735,-73.90076764,206,15,23100,2009453,2029000059,BX41
I SODI,wealthier,10014,Italian,7/23/19,02G,Y,1,7/23/19,40.73330263,-74.00486755,102,3,7300,1076912,1006190038,MN23
FAJITAS SUNRISE RESTAURANT,less wealthy,11385,Mexican,9/12/19,09B,N,0,9/12/19,40.70049927,-73.8988128,405,34,55700,4086678,4035870019,QN20
1 Banana Queen,less wealthy,10452,"Juice, Smoothies, Fruit Salads",8/21/19,04H,Y,1,8/21/19,40.84424396,-73.91453603,204,14,20900,2008139,2028460032,BX63
RALPH'S FAMOUS ITALIAN ICES,less wealthy,11357,"Ice Cream, Gelato, Yogurt, Ices",8/6/19,08A,N,1,8/6/19,40.79015169,-73.81184793,407,19,98100,4596333,4045180033,QN49
HIDEAWAY,wealthier,10013,American,4/22/19,10D,N,1,4/22/19,40.71741556,-74.01025946,101,1,3900,1001549,1001430015,MN24
OLMSTED CAFETERIA,less wealthy,11368,American,10/31/19,08A,N,1,10/31/19,40.75186819,-73.84933062,481,21,38302,4050124,4020180500,QN99
SOCCER TAVERN,less wealthy,11220,Irish,6/4/19,04H,Y,1,6/4/19,40.63538799,-74.00967393,307,38,11800,3143607,3057850035,BK34
ZADIE'S OYSTER ROOM,wealthier,10009,American,7/26/19,06A,Y,1,7/26/19,40.72962892,-73.98262354,103,2,3400,1006007,1004400053,MN22
BELFRY,wealthier,10003,American,7/19/19,10B,N,1,7/19/19,40.73298903,-73.98649792,103,2,4000,1006900,1004690019,MN22
OASIS DINER/RESTAURANT,less wealthy,11234,American,10/31/19,04L,Y,1,10/31/19,40.6180156,-73.93184992,318,46,65000,3219537,3078660001,BK58
MAYNILA ORIENTAL FOOD MARKET,wealthier,10314,Filipino,8/1/19,06D,Y,1,8/1/19,40.6011156,-74.17641066,502,50,29103,5036682,5021620192,SI05
MR. KAM RESTAURANT,less wealthy,11234,Chinese,7/30/19,10B,N,1,7/30/19,40.61962162,-73.91582253,318,46,69800,3236378,3083850052,BK45
JUNIOR'S SEAFOOD,wealthier,10033,Seafood,12/17/19,10F,N,1,12/17/19,40.84959684,-73.93673724,112,10,26500,1064269,1021760050,MN36
SOCARRAT (PAELLA BAR AND WINE BAR),wealthier,10011,Spanish,1/14/20,10F,N,1,1/14/20,40.74240436,-73.99923494,104,3,8700,1013968,1007690007,MN13
IHOP,less wealthy,11417,Pancakes/Waffles,8/8/19,10D,N,1,8/8/19,40.68094055,-73.84120982,410,32,4002,4535010,4091210024,QN56
NANOOSH,wealthier,10023,Mediterranean,5/2/19,06C,Y,1,5/2/19,40.77597961,-73.98213841,107,6,15300,1028948,1011400046,MN14
BUGIS STREET,wealthier,10036,American,1/10/19,06C,Y,1,1/10/19,40.75665959,-73.98439597,105,4,11900,1085016,1009970010,MN17
ADVENTURES AMUSEMENT PARK(food stand),less wealthy,11214,American,7/31/18,08A,N,1,7/31/18,40.59131251,-73.99450914,311,43,30400,3378180,3069430030,BK29
SALUGGI'S,wealthier,10013,Italian,4/10/19,06C,Y,1,4/10/19,40.72019641,-74.00377711,101,1,3300,1002704,1002100002,MN24
CAFFE RUSTICO,less wealthy,11357,Pizza,11/19/19,06D,Y,1,11/19/19,40.7940263,-73.81804524,407,19,97300,4101932,4044750047,QN49
DUNKIN',less wealthy,11236,Donuts,4/25/19,10F,N,1,4/25/19,40.63206713,-73.88778077,318,46,102800,3235273,3083310006,BK50
IL CORSO RISTORANTE ITALIANO,wealthier,10019,Italian,2/20/19,05B,Y,1,2/20/19,40.76237286,-73.97662623,105,4,10400,1034813,1012700063,MN17
"DUNKIN', BASKIN ROBBINS",less wealthy,11236,Donuts,5/31/19,10F,N,1,5/31/19,40.63699793,-73.91097965,318,46,95400,3224442,3080040007,BK50
PAX,wealthier,10018,Sandwiches/Salads/Mixed Buffet,12/12/19,06E,Y,1,12/12/19,40.75075046,-73.98706457,105,4,8400,1015883,1008370004,MN17
GHENET BROOKLYN,less wealthy,11217,Ethiopian,10/2/19,08A,N,1,10/2/19,40.6791112,-73.98127394,306,39,13100,3019323,3009460011,BK37
BAR & GRILL 43,less wealthy,11104,American,8/29/19,10F,N,1,8/29/19,40.74491621,-73.92120327,402,26,18102,4001950,4001630025,QN31
KAWAII JAPANESE BISTRO,less wealthy,11414,Japanese,12/17/19,06C,Y,1,12/17/19,40.66612458,-73.85171666,410,32,6202,4246916,4114290034,QN57
THREE BROTHER'S PIZZERIA,less wealthy,11433,Pizza,7/22/19,02G,Y,1,7/22/19,40.6947411,-73.78990413,412,27,25800,4216706,4101810063,QN01
EL MANANTIAL BAKERY,wealthier,10032,Bakery,5/31/19,04L,Y,1,5/31/19,40.84298016,-73.93834467,112,10,25300,1063061,1021280001,MN36
WO HOP 17,wealthier,10013,Chinese,5/23/19,10F,N,1,5/23/19,40.71424306,-73.99876633,103,1,2900,1079262,1001640047,MN27
PANERA BREAD,less wealthy,11385,Sandwiches,1/10/20,08A,N,1,1/10/20,40.7099466,-73.85956143,406,29,63700,4530848,4038867501,QN19
PANERA BREAD,less wealthy,11362,American,10/24/19,10H,N,1,10/24/19,40.76387238,-73.72671334,411,19,150702,4171502,4082560002,QN45
RICH VILLAGE RESTAURANT,less wealthy,11220,Chinese,10/7/19,04M,Y,0,10/7/19,40.63669156,-74.01187557,307,38,11800,3143586,3057850007,BK34
GIULIANA RISTORANTE,wealthier,10308,Italian,11/12/19,06D,Y,1,11/12/19,40.53972163,-74.14819607,503,51,15601,5067691,5052810032,SI54
JOHNNY'S CAFE,less wealthy,11378,Polish,6/20/19,02G,Y,1,6/20/19,40.71596293,-73.90152359,405,30,60100,4061652,4027580008,QN30
BOON CHU THAI RESTAURANT,less wealthy,11373,Thai,10/16/19,08A,N,1,10/16/19,40.74074093,-73.87954246,404,25,48500,4038668,4015440036,QN50
JULIANO'S ESPRESSO BAR,wealthier,10128,Café/Coffee/Tea,9/20/19,06C,Y,1,9/20/19,40.78258363,-73.95333931,108,4,14802,1048276,1015190059,MN40
PARK AVENUE LUNCHEONETTE,less wealthy,11205,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/11/19,09C,N,1,6/11/19,40.69627018,-73.97430542,302,35,21100,3321991,3020300056,BK68
SHALEL,wealthier,10023,Mediterranean,7/26/19,06C,Y,1,7/26/19,40.7756414,-73.97862542,107,6,15700,1028539,1011230001,MN14
MAXIN BAKERY,less wealthy,11354,Bakery,7/18/19,10F,N,1,7/18/19,40.7614302,-73.83105052,407,20,87100,4112476,4049780008,QN22
1 2 3 BURGER SHOT BEER,wealthier,10019,American,12/20/19,04A,Y,1,12/20/19,40.76489188,-73.99161761,104,3,13300,1026668,1010600003,MN15
"DUNKIN', BASKIN ROBBINS",less wealthy,11419,Donuts,4/2/19,10F,N,1,4/2/19,40.68586006,-73.82664907,410,28,9800,4203619,4095540030,QN55
"DUNKIN', BASKIN ROBBINS",less wealthy,11417,American,3/26/19,10B,N,1,3/26/19,40.68076729,-73.84497068,410,32,4002,4189558,4091160037,QN56
"DUNKIN', BASKIN ROBBINS",less wealthy,11421,American,4/29/19,10B,N,1,4/29/19,40.69236468,-73.86047487,409,32,1200,4181527,4088530119,QN53
"DUNKIN', BASKIN ROBBINS",less wealthy,11421,Donuts,2/27/19,06C,Y,1,2/27/19,40.69334623,-73.85301899,409,32,1400,4182096,4088700047,QN53
RMR CAFE (BOWLING ALLEY),less wealthy,11234,American,10/11/19,10F,N,1,10/11/19,40.61282016,-73.91233025,318,46,69800,3346315,3084701110,BK45
MARGARITA'S RESTAURANT & SPORT BAR,less wealthy,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/30/19,09B,N,1,10/30/19,40.74985997,-73.88309177,403,21,28100,4036225,4014710006,QN28
COLD STONE CREAMERY,wealthier,10314,"Ice Cream, Gelato, Yogurt, Ices",5/9/19,04N,Y,1,5/9/19,40.59128157,-74.16498518,502,51,27706,5107370,5023800040,SI24
FISHERMAN'S COVE,less wealthy,11226,Caribbean,3/11/19,02B,Y,1,3/11/19,40.63546196,-73.96280667,314,40,52000,3121176,3052360012,BK42
THE TEN BELLS,wealthier,10002,French,2/22/19,10A,N,1,2/22/19,40.71796177,-73.98974406,103,1,1800,1005276,1004080013,MN27
DAVIS FAMILY ESTABLISHMENT,less wealthy,11433,American,11/1/19,04N,Y,1,11/1/19,40.6943063,-73.79078902,412,28,26000,4263361,4121520031,QN01
ROCKY'S PIZZERIA & RESTAURANT II,wealthier,10016,Pizza/Italian,12/19/19,02B,Y,1,12/19/19,40.74430402,-73.97622479,106,2,7000,1020122,1009140028,MN20
BROOKLYN ICE HOUSE,less wealthy,11231,American,8/22/19,02G,Y,1,8/22/19,40.67903535,-74.01093133,306,38,5900,3008375,3005290045,BK33
NEW SUN MARY BAKERY,less wealthy,11355,Bakery,1/2/20,06C,Y,1,1/2/20,40.75705369,-73.830134,407,20,84900,4464147,4050410041,QN22
CONEY ISLAND TASTE,less wealthy,11223,Peruvian,10/24/19,10F,N,1,10/24/19,40.59392448,-73.96087111,315,47,39200,3194147,3071590251,BK25
NEW SUN HING KITCHEN,less wealthy,11226,Chinese,7/3/19,09B,N,1,7/3/19,40.65549384,-73.95635863,309,40,79601,3115971,3050550059,BK60
TASTE & SEE,less wealthy,11432,Caribbean,4/30/19,02B,Y,1,4/30/19,40.70492565,-73.79990585,412,24,44601,4441658,4097560054,QN61
PHILLIP MORRIS INTERNATIONAL,wealthier,10017,American,6/6/19,02G,Y,1,6/6/19,40.75167689,-73.97842741,105,4,8200,1035334,1012760033,MN20
BUFF PATTY RESTAURANT & BAKERY,less wealthy,11205,Caribbean,12/4/19,10F,N,1,12/4/19,40.69316784,-73.97116933,302,35,18300,3058370,3020740028,BK68
OTHELLO DELI,less wealthy,11102,Delicatessen,6/21/19,06D,Y,1,6/21/19,40.77431327,-73.91825107,401,22,9700,4018159,4008540076,QN72
CHIPOTLE MEXICAN GRILL,wealthier,10023,Mexican,3/12/19,08A,N,1,3/12/19,40.77896578,-73.98135046,107,6,15700,1029960,1011440061,MN14
TRIBECA BAGELS,wealthier,10013,Delicatessen,12/18/19,02B,Y,1,12/18/19,40.72107197,-74.00426058,101,1,3300,1002731,1002110028,MN24
SHANGHAI LEE,less wealthy,11222,Asian,5/29/19,06F,Y,1,5/29/19,40.73182382,-73.95792492,301,33,56500,3064388,3025390016,BK76
COMPASS GROUP,wealthier,10036,American,3/28/19,02G,Y,1,3/28/19,40.75517461,-73.98388016,105,4,11900,1087268,1009950033,MN17
MIGDALIA PLACE,less wealthy,11206,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/25/19,04O,Y,1,10/25/19,40.69847442,-73.94401101,303,36,25700,3048406,3017320024,BK75
33 GOURMET,wealthier,10001,Delicatessen,12/9/19,02G,Y,1,12/9/19,40.74978458,-73.98981133,105,3,10100,1015192,1008090001,MN17
LA ESTRELLA RESTAURANT,less wealthy,10457,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/19/19,10B,N,1,11/19/19,40.85410148,-73.90224006,205,15,23502,2013682,2031560108,BX41
ST JAMES GATE,wealthier,10024,Irish,9/18/19,10F,N,1,9/18/19,40.78454787,-73.97728646,107,6,16500,1032010,1012120001,MN12
GOLDEN WOKS,wealthier,10014,Chinese,8/9/19,02G,Y,1,8/9/19,40.73270407,-74.00831338,102,3,7500,1011720,1006300001,MN23
NONNA'S OLD FASHIONED PIZZERIA,wealthier,10308,Pizza/Italian,3/19/19,02B,Y,1,3/19/19,40.55096589,-74.15118617,503,51,14604,5070227,5054330010,SI54
TEN JAPANESE CUISINE,less wealthy,11215,Japanese,12/4/19,06B,Y,1,12/4/19,40.66337039,-73.98452601,306,39,14900,3250854,3010437501,BK37
EET,wealthier,10013,American,5/22/19,10F,N,1,5/22/19,40.72321006,-74.00622692,102,1,3700,1002934,1002260001,MN24
GOLDEN RING,less wealthy,11211,Jewish/Kosher,12/2/19,10F,N,1,12/2/19,40.70354537,-73.96045667,301,33,53500,3423903,3200169999,BK72
T-BROTHERS PIZZERIA,less wealthy,10459,Pizza/Italian,2/20/19,02G,Y,1,2/20/19,40.82311973,-73.89099463,202,17,11900,2092020,2027430055,BX27
VEGETARIAN DIM SUM HOUSE,wealthier,10013,Vegetarian,5/13/19,02B,Y,1,5/13/19,40.71485514,-73.99818555,103,1,2900,1001781,1001630008,MN27
RADIANCE TEA HOUSE & BOOKS,wealthier,10019,Chinese,7/25/19,06D,Y,1,7/25/19,40.76390787,-73.98027172,105,4,13700,1023388,1010070061,MN17
EUROSTARS HOTEL,wealthier,10005,American,7/24/19,06C,Y,1,7/24/19,40.70517966,-74.0063695,101,1,700,1000873,1000370013,MN25
BOMBAY'S,wealthier,10004,Indian,8/1/19,02G,Y,1,8/1/19,40.70354616,-74.01115177,101,1,900,1000014,1000070038,MN25
VILLABATE-ALBA PASTICCERIA,less wealthy,11204,Bakery,3/26/19,08A,N,1,3/26/19,40.61616373,-73.99315637,311,47,26000,3157322,3061720010,BK28
SEASIDE,wealthier,10305,Turkish,9/19/18,02I,Y,1,9/19/18,40.59548383,-74.06304268,502,50,7400,5046081,5031240085,SI14
SUTTON BAR ROOM,wealthier,10022,American,11/2/19,10H,N,1,11/2/19,40.7592647,-73.96221026,106,5,10601,1078279,1013700001,MN19
SOUTHSIDE COFFEE,less wealthy,11215,Café/Coffee/Tea,1/13/20,10F,N,1,1/13/20,40.66121909,-73.98997269,307,38,14300,3017109,3008790052,BK37
KROLEWSKIE JADLO,less wealthy,11385,Polish,3/25/19,08A,N,1,3/25/19,40.70830188,-73.89792803,405,30,61301,4087677,4036130010,QN20
SEVA INDIAN CUISINE,less wealthy,11103,Indian,3/4/19,10B,N,1,3/4/19,40.7652646,-73.91938132,401,22,6300,4519136,4006260042,QN70
DELISSIMO DELI & CAFE,wealthier,10022,Delicatessen,9/25/19,04H,Y,1,9/25/19,40.76405675,-73.97057176,108,4,11401,1040810,1013750127,MN40
DUNKIN',less wealthy,11223,Donuts,5/29/19,10F,N,1,5/29/19,40.6088787,-73.97242678,312,44,43800,3174725,3066080050,BK46
PEACHES,less wealthy,11233,Soul Food,7/3/19,10B,N,1,7/3/19,40.68191309,-73.934831,303,36,29700,3047065,3016750001,BK61
FRANKLIN PARK/DUTCH BOY BURGER,less wealthy,11238,American,11/25/19,10H,N,1,11/25/19,40.67249554,-73.95780387,308,35,21700,3029593,3011780039,BK61
NEW HUNAN WOK,less wealthy,11214,Chinese,9/26/19,06D,Y,1,9/26/19,40.60487188,-73.99871794,311,47,28400,3166867,3063740053,BK28
STADIUM DELI,less wealthy,11368,Delicatessen,3/13/19,02B,Y,1,3/13/19,40.76049737,-73.84292176,407,21,38301,4437259,4018280029,QN99
SUBWAY,less wealthy,11210,Sandwiches,3/18/19,06D,Y,1,3/18/19,40.6325272,-73.94732348,314,45,78600,3205909,3075580035,BK42
JAKE'S SALOON,wealthier,10011,American,3/20/19,09C,N,1,3/20/19,40.74606861,-74.00161682,104,3,9300,1013339,1007460003,MN13
CARLYLE GREEN  POOL STAND,wealthier,10312,American,6/22/19,10F,N,1,6/22/19,40.55439565,-74.19866639,503,51,17010,5108148,5060210096,SI48
MISS FAVELA,less wealthy,11249,Brazilian,9/23/19,04N,Y,1,9/23/19,40.71215762,-73.96643215,301,33,54900,3063402,3024410032,BK73
MIKE'S ISLAND GRILL RESTAURANT,less wealthy,11212,Caribbean,12/5/19,10F,N,1,12/5/19,40.65999302,-73.9173753,317,41,89000,3101958,3046720012,BK96
POPEYES,wealthier,10011,Chicken,10/30/19,04N,Y,1,10/30/19,40.73665398,-73.99515385,105,3,5400,1015285,1008160013,MN13
D & S BAKERY,less wealthy,11219,Bakery,12/4/19,06C,Y,1,12/4/19,40.62515856,-73.997291,311,38,19400,3141886,3057410016,BK30
55 BAR,wealthier,10014,American,5/14/19,04J,Y,1,5/14/19,40.73371168,-74.00218302,102,3,7300,1082222,1006100001,MN23
ROOM MATE GRACE HOTEL,wealthier,10036,American,9/12/19,06C,Y,1,9/12/19,40.75715629,-73.98361257,105,4,11900,1022637,1009980018,MN17
"DUNKIN', BASKIN ROBBINS",less wealthy,11106,Donuts,10/2/19,04N,Y,1,10/2/19,40.76329699,-73.92821353,401,22,5300,4007157,4005800022,QN70
CAFE JONNY'S LOUNGE,less wealthy,11204,Mediterranean,9/26/19,04A,Y,0,9/26/19,40.61023129,-73.9837028,311,44,43000,3174147,3065970003,BK29
RONALD PITUSA BAKERY,less wealthy,10462,Bakery,8/26/19,08C,N,1,8/26/19,40.84575423,-73.8663036,211,15,23200,2043479,2040500011,BX37
THE CEILI HOUSE,less wealthy,11378,Irish,4/26/19,10F,N,1,4/26/19,40.7269103,-73.89367815,405,30,49302,4308051,4027960002,QN30
DON GIOVANNI,wealthier,10036,Pizza/Italian,10/28/19,10B,N,1,10/28/19,40.75919367,-73.99045241,104,3,12100,1024978,1010340061,MN15
STARBUCKS COFFEE,wealthier,10026,Café/Coffee/Tea,3/21/19,10F,N,1,3/21/19,40.80601316,-73.95421143,110,9,25700,1087277,1019457504,MN11
STARBUCKS,wealthier,10011,Café/Coffee/Tea,2/26/19,06D,Y,1,2/26/19,40.74428993,-73.99548531,104,3,9100,1076141,1007990003,MN13
CITIGROUP EXECUTIVE DINING ROOM,wealthier,10013,American,2/15/19,09C,N,1,2/15/19,40.72065166,-74.01009762,101,1,3900,1082816,1002160001,MN24
DUNKIN',less wealthy,11230,Donuts,2/19/19,10F,N,1,2/19/19,40.62684421,-73.9764289,312,44,46400,3129321,3054570110,BK88
MARIO'S SNACK SHOP,less wealthy,10456,American,11/21/19,10F,N,1,11/21/19,40.83156137,-73.91201201,204,16,17701,2002160,2024300045,BX14
BEN & JERRY'S,wealthier,10025,"Ice Cream, Gelato, Yogurt, Ices",12/11/19,10F,N,1,12/11/19,40.79971035,-73.96778924,107,7,19100,1056586,1018760020,MN12
VIVI BUBBLE TEA,wealthier,10013,Café/Coffee/Tea,2/8/19,10F,N,1,2/8/19,40.71520645,-73.99733782,103,1,2900,1001798,1001630030,MN27
IL CAFFE LATTE,wealthier,10026,Café/Coffee/Tea,2/27/19,06D,Y,1,2/27/19,40.80427312,-73.94805034,110,9,22000,1057557,1019040032,MN11
JUICE BAR PLUS,wealthier,10017,"Juice, Smoothies, Fruit Salads",3/22/19,10F,N,1,3/22/19,40.75196956,-73.97358005,106,4,9200,1036168,1012980040,MN19
DOWNS RIVER RESTAURANT,less wealthy,11207,Caribbean,1/13/20,04L,Y,1,1/13/20,40.65707624,-73.88920182,305,42,110400,3097671,3043470030,BK82
BRISAS DEL MAR RESTAURANT,less wealthy,11694,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/23/19,09C,N,1,10/23/19,40.58416165,-73.82047333,414,32,94201,4303699,4161550092,QN10
VARIETY,less wealthy,11211,Café/Coffee/Tea,2/26/19,10F,N,1,2/26/19,40.71539068,-73.94451619,301,34,49700,3068617,3027550002,BK90
TRIPLE A DINER,wealthier,10029,American,11/14/19,04N,Y,1,11/14/19,40.79052203,-73.94251764,111,8,17000,1052420,1016550028,MN33
SHI,less wealthy,11109,Chinese,10/23/18,06C,Y,1,10/23/18,40.74560774,-73.95716191,402,26,100,4000000,4000210070,QN31
ZA ZABOROM,less wealthy,11224,Russian,7/13/19,10F,N,1,7/13/19,40.574767,-74.00339089,313,47,33600,3189317,3070290060,BK21
PANCHO VILLA RESTAURANT,less wealthy,10453,Mexican,2/21/19,10F,N,1,2/21/19,40.85850535,-73.90380251,205,14,23900,2014064,2031860059,BX40
2 BROS PIZZA,wealthier,10003,Pizza,5/9/19,06D,Y,1,5/9/19,40.72880345,-73.98819455,103,2,3800,1006674,1004630025,MN22
MONTAUK CLUB,less wealthy,11217,American,11/20/19,06D,Y,0,11/20/19,40.67485217,-73.97201366,306,39,15900,3024467,3010607501,BK37
MAMA EATERY,wealthier,10013,American,2/7/19,02G,Y,1,2/7/19,40.71499514,-73.99962845,103,1,2900,1079227,1001640009,MN27
LOBSTER BOX,less wealthy,10464,Seafood,6/13/19,10F,N,1,6/13/19,40.83869169,-73.7832895,210,13,51600,2082395,2056370061,BX10
COPPOLA'S PIZZERIA,less wealthy,11356,Pizza/Italian,3/27/19,10F,N,1,3/27/19,40.78625263,-73.83591651,407,19,94500,4098565,4041000001,QN49
REGAL CINEMAS,less wealthy,11235,American,7/16/19,04N,Y,0,7/16/19,40.58595046,-73.9309647,315,48,62800,3248657,3088400103,BK17
RADISSON JFK - CONNECTIONS,less wealthy,11436,American,5/20/19,10B,N,1,5/20/19,40.66782405,-73.79811429,412,28,79200,4262609,4120930034,QN76
DUNKIN',less wealthy,10466,Donuts,8/15/19,10F,N,1,8/15/19,40.89082641,-73.84931827,212,12,42400,2064812,2048680072,BX44
JOHNNY'S PIZZA,less wealthy,11220,Pizza/Italian,4/11/19,10D,N,1,4/11/19,40.6405174,-74.01510114,307,38,7400,3016006,3008550039,BK32
DUNKIN',less wealthy,10466,Donuts,10/22/19,06D,Y,1,10/22/19,40.89320188,-73.85677109,212,12,42200,2063709,2048460042,BX44
SOPHIE'S,wealthier,10009,American,1/29/19,10F,N,1,1/29/19,40.72467481,-73.9839489,103,2,3200,1005080,1004010060,MN22
CAFE RUBIO,less wealthy,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/29/19,10B,N,1,4/29/19,40.75714998,-73.87025052,403,21,36300,4035078,4014280041,QN27
MAMA SUSHI,wealthier,10034,Japanese,7/23/19,09C,N,1,7/23/19,40.86605452,-73.9278744,112,10,29500,1064935,1022370008,MN01
G & L Cajun Grill,less wealthy,11432,Cajun,3/5/19,10F,N,1,3/5/19,40.70492565,-73.79990585,412,24,44601,4441658,4097560054,QN61
TEACHERS COLLEGE/ GRACE DODGE CAFE,wealthier,10027,American,9/3/19,10B,N,1,9/3/19,40.80970979,-73.96008991,109,7,20300,1088704,1019750001,MN09
LE POISSON ROUGE,wealthier,10012,French,11/1/19,04H,Y,1,11/1/19,40.72851037,-73.99988815,102,3,6500,1083503,1005257501,MN23
#1 SABOR LATINO RESTAURANT,less wealthy,10466,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/16/20,08A,N,1,1/16/20,40.89117578,-73.85859114,212,12,42200,2063603,2048430045,BX44
VALENCIA COFFEE ROOM,less wealthy,10474,Café/Coffee/Tea,4/4/19,06C,Y,1,4/4/19,40.81765305,-73.8834708,202,17,11502,2006484,2027620248,BX27
CARVEL ICE CREAM,less wealthy,11235,"Ice Cream, Gelato, Yogurt, Ices",10/28/19,04N,Y,0,10/28/19,40.58974131,-73.96054952,315,48,37000,3195592,3072040110,BK19
EL TIO PIO,less wealthy,11201,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/17/20,04N,Y,1,1/17/20,40.6921605,-73.98574535,302,33,1100,3000411,3001520028,BK38
SUBWAY,wealthier,10011,Sandwiches,10/30/19,06F,Y,1,10/30/19,40.73771082,-74.00028146,102,3,7100,1010598,1006080009,MN23
NATIONAL BAKERY,less wealthy,10472,Bakery,12/19/19,08A,N,1,12/19/19,40.82944086,-73.87482463,209,18,6200,2025353,2037770001,BX08
VINA DEL MAR RESTAURANT,less wealthy,11435,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/13/19,04A,Y,1,8/13/19,40.70264974,-73.80927908,412,24,24000,4206725,4096750029,QN61
CAFE SELECT,wealthier,10012,Eastern European,7/24/19,10F,N,1,7/24/19,40.72177469,-73.9975901,102,1,4500,1007222,1004820031,MN24
PAPA MIKES BRICK OVEN PIZZA,less wealthy,11204,Pizza,5/20/19,06D,Y,1,5/20/19,40.61128612,-73.99131283,311,47,26800,3159748,3062170041,BK28
ROSA'S PIZZA & PASTA,less wealthy,11385,Pizza,10/22/19,10F,N,1,10/22/19,40.7124487,-73.90045748,405,30,61301,4087420,4036080022,QN20
MANDATO MEXICAN RESTAURANT,less wealthy,11209,Mexican,2/20/19,06C,Y,1,2/20/19,40.63332113,-74.02703933,310,43,6600,3147306,3059070046,BK31
ICE HOUSE CAFE,less wealthy,10465,American,11/6/19,09C,N,1,11/6/19,40.81694568,-73.80671031,210,13,11800,2101007,2055210170,BX52
L'ENCANTO D'LOLA,wealthier,10026,Mexican,6/13/19,10F,N,1,6/13/19,40.80001738,-73.95115268,110,9,21600,1054986,1018220036,MN11
GOOD HOPE RESTAURANT,less wealthy,11210,Caribbean,6/27/19,02B,Y,1,6/27/19,40.62911647,-73.94373437,318,45,74200,3207294,3075970074,BK58
PRET A MANGER,wealthier,10017,American,5/31/19,02G,Y,1,5/31/19,40.75423683,-73.97399422,106,4,9200,1036206,1013010023,MN19
TINOS DELICATESSEN,less wealthy,10458,Delicatessen,1/3/20,09C,N,1,1/3/20,40.85581427,-73.88732589,206,15,38900,2012240,2030770006,BX06
PRET A MANGER,wealthier,10018,American,3/8/19,10E,N,1,3/8/19,40.75239717,-73.98586596,105,4,8400,1015987,1008400001,MN17
BURGER KING,less wealthy,10457,Hamburgers,4/3/19,10B,N,1,4/3/19,40.84764735,-73.90076764,206,15,23100,2009453,2029000059,BX41
