DBA,borough,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,score,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
HEALTHY ME ORGANIC JUICE LAB,less wealthy,11103,"Juice, Smoothies, Fruit Salads",3/11/19,06E,Y,1,3/11/19,40.76410739,-73.91703265,401,22,6300,4010016,4006510049,QN70
Juanita's,less wealthy,11372,Spanish,1/24/19,06E,Y,1,1/24/19,40.75578061,-73.88327626,403,25,33700,4034622,4014140040,QN28
CALEDONIA,wealthier,10028,Irish,3/27/19,08A,N,1,3/27/19,40.77624034,-73.95294661,108,5,13800,1048707,1015290024,MN32
Frisson Espresso,wealthier,10036,Café/Coffee/Tea,10/24/19,06D,Y,1,10/24/19,40.76079368,-73.98843071,104,3,12700,1025063,1010370048,MN15
DUNKIN',less wealthy,11354,Donuts,4/3/19,10B,N,1,4/3/19,40.77615136,-73.82440561,407,20,104700,4108020,4047790009,QN51
PETER PAN DONUT & PASTRY SHOP,less wealthy,11222,Bakery,7/24/19,10D,N,1,7/24/19,40.72613989,-73.95215591,301,33,56100,3065590,3026190019,BK76
RESERVIOR,wealthier,10003,American,11/25/19,06D,Y,1,11/25/19,40.73308022,-73.99351957,102,2,6100,1009263,1005680020,MN23
OITA SUSHI,wealthier,10021,Japanese,1/22/19,02B,Y,1,1/22/19,40.76708363,-73.95962458,108,4,12600,1072223,1014247501,MN31
RED AND BLACK CAFE,less wealthy,11105,Other,5/7/19,10F,N,1,5/7/19,40.78192692,-73.91408191,401,22,10500,4447577,4008820008,QN72
JUICES FOR LIFE,less wealthy,10465,"Juice, Smoothies, Fruit Salads",3/13/19,10F,N,1,3/13/19,40.83197035,-73.82734379,210,13,16400,2121768,2054190057,BX52
XI'AN FAMOUS FOODS,less wealthy,11222,Chinese,3/25/19,10F,N,1,3/25/19,40.72442399,-73.95115419,301,33,56900,3066107,3026470041,BK76
HEALTHY HENRY'S,less wealthy,11432,Soul Food,11/25/19,08A,N,1,11/25/19,40.70492565,-73.79990585,412,24,44601,4441658,4097560054,QN61
T.G.I. FRIDAY'S,wealthier,10001,American,2/25/19,06C,Y,1,2/25/19,40.75120373,-73.99112127,105,3,10900,1014406,1007840034,MN17
MALAI MARKE,wealthier,10003,Indian,11/7/19,06D,Y,1,11/7/19,40.72710715,-73.98788096,103,2,3800,1006232,1004470015,MN22
MARIO'S,wealthier,10304,American,6/11/19,06C,Y,1,6/11/19,40.589772,-74.101188,502,50,18100,5022897,5008830027,SI24
DON LEO'S PLACE,less wealthy,10473,Spanish,9/9/19,10F,N,1,9/9/19,40.81817913,-73.862768,209,18,2000,2021835,2035580011,BX09
THE HALAL GUYS,wealthier,10025,Middle Eastern,10/16/19,10F,N,1,10/16/19,40.79347782,-73.97079346,107,6,18300,1033697,1012430029,MN12
EL KALLEJON BOTANAS,wealthier,10035,Mexican,9/17/19,06C,Y,1,9/17/19,40.79843061,-73.93905066,111,8,18800,1052613,1016670006,MN34
NEW JW GOLDEN BAKERY,less wealthy,11220,Bakery,4/18/19,06E,Y,1,4/18/19,40.64067334,-74.01857831,307,38,12200,3143410,3057820003,BK32
BRIGADEIRO BAKERY,wealthier,10012,Bakery,8/15/19,02G,Y,1,8/15/19,40.72729717,-74.00169573,102,3,4900,1008070,1005180030,MN24
TACO BELL,less wealthy,11209,American,3/12/19,04N,Y,1,3/12/19,40.62206164,-74.02864134,310,43,16000,3153517,3060450001,BK31
I-FORTUNE COOKIE,less wealthy,11101,Chinese,3/14/19,02B,Y,1,3/14/19,40.74776658,-73.94745577,402,26,700,4000665,4000780054,QN31
THE LETLOVE INN,less wealthy,11105,American,5/4/19,06C,Y,1,5/4/19,40.7758782,-73.91504294,401,22,9700,4018084,4008530144,QN72
TIJUANA PICNIC,wealthier,10002,Mexican,4/23/19,04C,Y,1,4/23/19,40.72062119,-73.9871462,103,1,3001,1079703,1004110058,MN27
BUTTER & SCOTCH,less wealthy,11225,Bakery,2/2/19,08A,N,1,2/2/19,40.66993208,-73.95824529,309,35,21300,3029675,3011850046,BK63
CHI DUMPLINGS & NOODLES,wealthier,10019,Chinese/Japanese,5/21/19,10F,N,1,5/21/19,40.76408514,-73.97448854,105,4,11201,1035253,1012747504,MN17
CHOTE NAWAB,wealthier,10016,Indian,7/23/19,10F,N,1,7/23/19,40.74254027,-73.98251551,106,2,6800,1018193,1008830066,MN21
DHABA INDIAN CUISINE,wealthier,10016,Indian,2/26/19,06D,Y,1,2/26/19,40.74230974,-73.98271044,105,2,6800,1018171,1008830024,MN21
XING LONG CHINESE RESTUARANT,less wealthy,10456,Chinese,3/14/19,10F,N,1,3/14/19,40.83243335,-73.90409331,203,16,14701,2009622,2029250090,BX01
CROWN FRIED CHICKEN,less wealthy,11207,Chicken,1/5/19,06C,Y,1,1/5/19,40.67242514,-73.89217195,305,37,115200,3328021,3037410025,BK82
ALMAZ RESTAURANT,less wealthy,11223,Russian,12/9/19,06C,Y,1,12/9/19,40.60534256,-73.98189613,311,47,42600,3176667,3066480014,BK29
JUJUBE TREE,less wealthy,11103,Vegetarian,7/24/19,06A,Y,1,7/24/19,40.76531857,-73.9180636,401,22,6300,4009927,4006500042,QN70
SANGRIA,less wealthy,11358,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/7/19,06D,Y,1,8/7/19,40.77043698,-73.79322417,407,19,114100,4111700,4049340006,QN51
JACK'S WIFE FREDA,wealthier,10014,Mediterranean,3/28/19,02G,Y,1,3/28/19,40.72997053,-74.00354314,102,3,6700,1008357,1005270057,MN23
HEE KOREAN BBQ GRILL,wealthier,10001,Korean,3/29/19,06A,Y,1,3/29/19,40.74532444,-73.99104626,105,3,9500,1015046,1008020045,MN17
LING LING YOUNG,less wealthy,11231,Chinese,2/21/19,08A,N,1,2/21/19,40.68386393,-73.9995457,306,39,6300,3004296,3003370020,BK33
SMITH'S HELL'S KITCHEN BAR & RESTAURANT,wealthier,10036,American,10/23/19,10F,N,1,10/23/19,40.75862535,-73.98878483,104,3,12100,1024991,1010350029,MN15
OUTBACK STEAKHOUSE,less wealthy,11239,American,7/2/19,06E,Y,1,7/2/19,40.64960274,-73.87133258,305,42,107000,3348837,3044520560,BK82
SUBWAY,less wealthy,11421,Sandwiches,11/4/19,08A,N,1,11/4/19,40.69332155,-73.85303347,409,32,1800,4184261,4089330073,QN53
SANTINA,wealthier,10014,Armenian,2/13/19,06D,Y,1,2/13/19,40.73957972,-74.00803637,102,3,7900,1089240,1006440010,MN23
ACTS III BAGELS,wealthier,10030,Bagels/Pretzels,11/13/19,06A,Y,0,11/13/19,40.81577211,-73.94484765,110,9,22800,1058850,1019400045,MN03
LUNATICO,less wealthy,11233,American,3/9/19,08A,N,1,3/9/19,40.68355702,-73.93450849,303,36,29500,3046414,3016650014,BK35
LILIA,less wealthy,11211,Italian,1/18/20,03A,Y,1,1/18/20,40.71748017,-73.95219462,301,33,51900,3061640,3023000020,BK73
CHEZ ALEX,less wealthy,11221,Café/Coffee/Tea,10/30/19,06F,Y,1,10/30/19,40.68753846,-73.92364755,303,41,38500,3045337,3016480043,BK35
TRE OTTO,wealthier,10029,Italian,10/1/19,10F,N,1,10/1/19,40.78830645,-73.95337862,111,4,16002,1051476,1016030058,MN33
PROSPERITY NOODLE,less wealthy,11232,Chinese,9/11/19,06A,Y,1,9/11/19,40.65408575,-74.0046347,307,38,8400,3010332,3006970007,BK32
LIOLA,less wealthy,11357,Italian,2/6/19,10F,N,1,2/6/19,40.78705987,-73.8161757,407,19,103900,4105629,4046620001,QN49
SPICE,wealthier,10025,Thai,9/18/19,02G,Y,1,9/18/19,40.8015375,-73.96488793,107,7,19300,1055992,1018620061,MN09
TROPICAL TWIST BAKERY & RESTAURANT,less wealthy,11226,Caribbean,8/30/19,04N,Y,1,8/30/19,40.64425181,-73.9579227,314,40,79200,3118905,3051650084,BK95
LIVINGSTON MANOR,less wealthy,11201,American,3/30/19,06D,Y,1,3/30/19,40.68929773,-73.98597313,302,33,3700,3000490,3001640038,BK38
BREAD AND SPREAD,less wealthy,11201,American,11/20/19,06C,Y,1,11/20/19,40.70244809,-73.98731201,302,33,2100,3000090,3000400001,BK38
DENNY'S,less wealthy,11207,American,9/25/19,04N,Y,0,9/25/19,40.6578923,-73.8900979,305,42,110400,3097669,3043470015,BK82
CARVEL ICE CREAM,wealthier,10314,"Ice Cream, Gelato, Yogurt, Ices",9/9/19,10F,N,1,9/9/19,40.57714172,-74.16406456,502,51,27702,5039659,5024000300,SI24
BUS STOP DINER,wealthier,10031,American,10/17/19,08A,N,1,10/17/19,40.82019558,-73.95501095,109,7,22301,1059958,1020020033,MN06
PANDORA,less wealthy,10451,American,1/15/20,06F,Y,1,1/15/20,40.81020218,-73.92840116,201,8,5100,2000795,2023200047,BX39
POLLO CAMPERO,less wealthy,11435,Spanish,7/19/19,10F,N,1,7/19/19,40.70178687,-73.80867566,412,24,21200,4213894,4099870011,QN61
NUTRICION FAMILIAR (Herbalife),less wealthy,11372,"Juice, Smoothies, Fruit Salads",7/2/19,04A,Y,1,7/2/19,40.75045534,-73.87760113,403,25,27700,4035953,4014630035,QN28
AT THE WALLACE,wealthier,10031,American,7/18/19,06C,Y,0,7/18/19,40.82872361,-73.94875748,109,7,23300,1062060,1020800059,MN04
STARBUCKS,less wealthy,11354,American,4/4/19,06D,Y,1,4/4/19,40.76069681,-73.83068419,407,20,87100,4112485,4049780107,QN22
BUSHWICK PUBLIC HOUSE,less wealthy,11221,Café/Coffee/Tea,12/27/19,06D,Y,1,12/27/19,40.69783207,-73.9247068,304,37,42100,3073788,3032440004,BK78
MALLENCHE MEXICAN GRILL,less wealthy,11226,Tex-Mex,2/25/19,09C,N,1,2/25/19,40.64882688,-73.96463707,314,40,50600,3116477,3050770032,BK42
COMBITE CREOLE,less wealthy,11226,Creole,5/18/19,10F,N,1,5/18/19,40.64373208,-73.94882443,317,45,82600,3119229,3051730026,BK95
EAT N' RUN,less wealthy,11223,Jewish/Kosher,2/4/19,10F,N,1,2/4/19,40.59406996,-73.96087822,315,47,39200,3194111,3071590150,BK25
THE MARKET,less wealthy,11238,Asian,9/5/19,10F,N,1,9/5/19,40.68878134,-73.96074672,302,35,23100,3055593,3019480030,BK69
TROPICAL PARADISE RESTAURANT & BAKERY,less wealthy,11203,Caribbean,7/22/19,10B,N,1,7/22/19,40.64177567,-73.92932847,317,45,84000,3106173,3047800007,BK91
PEKING EXPRESS,less wealthy,11432,Chinese,4/30/19,10F,N,1,4/30/19,40.7074171,-73.80260711,412,24,44602,4208976,4097650043,QN61
PHIL-AM KUSINA,wealthier,10305,Filipino,10/1/19,06D,Y,1,10/1/19,40.61251041,-74.07126352,501,49,3600,5146753,5029760008,SI37
CHECKERS,wealthier,10027,American,10/9/19,08A,N,1,10/9/19,40.80746921,-73.94475341,110,9,20000,1053494,1017230001,MN11
EARTH CAFE,wealthier,10025,American,5/10/19,06C,Y,1,5/10/19,40.79548982,-73.97115012,107,7,18300,1075313,1018697501,MN12
BLVD WINE BAR,less wealthy,11109,American,11/7/18,10F,N,1,11/7/18,40.74560774,-73.95716191,402,26,100,4000000,4000210070,QN31
BURGER KING,less wealthy,11368,Hamburgers,10/9/19,10F,N,1,10/9/19,40.75107893,-73.87058001,403,21,27300,4036657,4014840011,QN28
EDEN WOK,wealthier,10016,Jewish/Kosher,1/2/20,04N,Y,0,1/2/20,40.74757965,-73.98251057,106,2,7400,1017114,1008647501,MN17
MASSERIA DEI VINI,wealthier,10019,Italian,8/5/19,10F,N,1,8/5/19,40.76831397,-73.98543295,104,3,13900,1026889,1010670033,MN15
BROOKLYN BITES,less wealthy,11225,Pizza,3/14/19,08A,N,1,3/14/19,40.66698671,-73.95076024,309,35,31900,3033907,3012900112,BK63
NEAPOLITAN EXPRESS,wealthier,10005,Pizza,1/8/20,08C,N,1,1/8/20,40.70661767,-74.00987547,101,1,700,1001018,1000430002,MN25
LA LUPE,less wealthy,11206,Mexican,6/20/19,10F,N,1,6/20/19,40.69732504,-73.93490242,304,34,38900,3071999,3031600001,BK78
RANCH RESTAURANT,less wealthy,10460,Caribbean,1/8/20,02B,Y,1,1/8/20,40.83774314,-73.88754816,203,17,15500,2094581,2029400042,BX75
CHEN'S KITCHEN,wealthier,10040,Chinese,4/17/19,02B,Y,1,4/17/19,40.86487914,-73.92686336,112,10,28700,1064228,1021750053,MN35
CAFE WHA,wealthier,10012,American,3/22/19,10F,N,1,3/22/19,40.73005293,-74.00045101,102,1,6500,1008748,1005430023,MN23
SENZA GLUTEN,wealthier,10012,Italian,4/3/19,06C,Y,1,4/3/19,40.72909226,-74.00019123,102,1,6500,1008709,1005400036,MN23
LA FUENTES STEAKHOUSE,less wealthy,10452,Spanish,3/7/19,06E,Y,1,3/7/19,40.83826102,-73.91913351,204,16,22101,2008025,2028390005,BX63
GREGORY'S COFFEE,wealthier,10016,Café/Coffee/Tea,2/27/19,10B,N,1,2/27/19,40.75161138,-73.98046666,105,4,8200,1017599,1008690061,MN20
CAFE CLOVER,wealthier,10014,American,12/4/19,10F,N,1,12/4/19,40.72958903,-74.00282512,102,3,6700,1008350,1005270027,MN23
101 MEAT SHOP,less wealthy,11419,Indian,9/16/19,10F,N,0,9/16/19,40.68927444,-73.82839261,409,28,12000,4441339,4094510050,QN54
12 CORNERS COFFEE,wealthier,10013,Café/Coffee/Tea,8/9/19,04H,Y,1,8/9/19,40.7180363,-73.99700583,102,1,4100,1003096,1002370029,MN24
NO. 1 KITCHEN,less wealthy,10459,Chinese,4/24/19,04L,Y,1,4/24/19,40.82006057,-73.9014665,201,17,7700,2116639,2026770026,BX34
JOE,wealthier,10023,Café/Coffee/Tea,4/19/19,06A,Y,1,4/19/19,40.77508455,-73.9804778,107,6,15300,1028437,1011210001,MN14
CHECKERS,less wealthy,11201,American,5/10/19,08B,N,1,5/10/19,40.69063501,-73.99189743,302,33,900,3002701,3002710020,BK09
RON BEN-ISRAEL CAKES,wealthier,10018,Bakery,5/24/19,10F,N,1,5/24/19,40.75408565,-73.99014273,105,3,11300,1014476,1007880019,MN17
ALBATROSS BAR,less wealthy,11103,American,11/13/19,10H,N,1,11/13/19,40.77038417,-73.91268163,401,22,11700,4016234,4008190075,QN72
JIN RAMEN UWS,wealthier,10024,Japanese,8/28/19,08A,N,1,8/28/19,40.78528062,-73.97678065,107,6,17100,1032760,1012300030,MN12
MITI MITI TAPERIA,less wealthy,11217,Spanish,11/27/19,06D,Y,1,11/27/19,40.67867163,-73.97894144,306,39,13100,3019165,3009430043,BK37
ARMONDO'S ITALIAN RESTAURANT,less wealthy,11372,Italian,3/29/19,06A,Y,1,3/29/19,40.75469264,-73.89348926,403,25,28900,4028634,4012460006,QN28
TIM HORTONS,wealthier,10314,Café/Coffee/Tea,4/30/19,06D,Y,1,4/30/19,40.60702665,-74.1624024,502,50,29103,5000000,5021590001,SI05
DEFONTE'S OF BROOKLYN,wealthier,10304,Sandwiches,10/30/19,09B,N,1,10/30/19,40.62707051,-74.07702152,501,49,2100,5013669,5005210035,SI37
NEW WORLD STAGES & THE GREEN ROOM,wealthier,10019,Other,11/1/18,10H,N,1,11/1/18,40.76214128,-73.98769768,104,3,12700,1083732,1010400050,MN15
LI'L JAYS CAFE,wealthier,10019,Café/Coffee/Tea,4/3/19,06C,Y,1,4/3/19,40.77078735,-73.98853366,104,6,14700,1027084,1010870005,MN14
THE ORIGINAL AMERICAN CHICKEN,less wealthy,11372,American,12/3/19,02B,Y,1,12/3/19,40.74937615,-73.88784948,403,25,28500,4029655,4012780044,QN28
SABOR DE CUBA,less wealthy,11103,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/21/19,08A,N,1,3/21/19,40.76201148,-73.91854779,401,22,6300,4010610,4006590107,QN70
TRYON PUBLIC HOUSE,wealthier,10040,American,2/21/19,04C,Y,1,2/21/19,40.86509397,-73.92804899,112,10,28700,1064226,1021750045,MN35
Legends Bar & Restaurant,less wealthy,10472,Spanish,8/15/19,10F,N,1,8/15/19,40.83251478,-73.86971632,209,18,7600,2027726,2038730001,BX08
MCDONALD'S,wealthier,10303,American,1/8/20,10F,N,1,1/8/20,40.62517921,-74.14937001,501,49,23900,5026992,5011800006,SI12
CHECKERS,wealthier,10003,Hamburgers,4/10/19,02B,Y,1,4/10/19,40.73091625,-73.98288299,103,2,4000,1006527,1004550039,MN22
MOONSTRUCK (IN BELLEVUE),wealthier,10016,American,1/10/20,02B,Y,1,1/10/20,40.73916596,-73.97686174,106,4,6200,1086515,1009620100,MN20
NUMBER 1 CHINESE RESTAURANT,less wealthy,11210,Chinese,7/29/19,08A,N,1,7/29/19,40.62670288,-73.94755145,314,45,75000,3206998,3075930001,BK43
THE MILL,wealthier,10013,Soups & Sandwiches,11/29/19,10F,N,1,11/29/19,40.72321006,-74.00622692,102,1,3700,1002934,1002260001,MN24
OOTOYA,wealthier,10003,Japanese,5/2/19,02B,Y,1,5/2/19,40.73323391,-73.99314791,102,2,6100,1009127,1005630001,MN23
DUNKIN',wealthier,10025,Donuts,5/9/19,10B,N,1,5/9/19,40.79928196,-73.96705263,107,7,19100,1056566,1018750036,MN12
RETRO BLENDS SMOOTHIE BAR,less wealthy,10456,"Juice, Smoothies, Fruit Salads",5/8/19,06D,Y,1,5/8/19,40.8313697,-73.90567399,203,16,14500,2004222,2026100001,BX01
NEW GOLDEN EMPIRE CHINESE RESTAURANT,wealthier,10031,Chinese,9/19/19,02G,Y,1,9/19/19,40.82605592,-73.9433215,109,9,23100,1061510,1020630029,MN04
CAMDEN FOOD EXPRESS,less wealthy,11430,American,4/25/19,10B,N,1,4/25/19,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98
MCDONALD'S,less wealthy,11427,Hamburgers,10/30/19,06C,Y,1,10/30/19,40.72954038,-73.74441882,413,23,55200,4228862,4106790039,QN34
MCDONALD'S,wealthier,10011,Hamburgers,4/9/19,10B,N,1,4/9/19,40.73772175,-73.99658274,104,3,8100,1014528,1007900037,MN13
PAPA JOHN'S,less wealthy,11355,Pizza,4/9/19,10F,N,1,4/9/19,40.75551514,-73.8149745,407,20,118900,4122815,4054300004,QN52
MOOT BAR,less wealthy,11205,American,8/24/19,06D,Y,1,8/24/19,40.69402942,-73.96095638,303,33,19100,3054658,3018960076,BK69
DUNKIN',less wealthy,11208,Donuts,1/17/20,10F,N,1,1/17/20,40.67791161,-73.8706252,305,37,119000,3094312,3041980007,BK83
EMPIRE III,wealthier,10026,Chinese,2/27/19,02G,Y,1,2/27/19,40.80264211,-73.95295316,110,9,21800,1055237,1018310029,MN11
SONS OF THUNDER,wealthier,10016,American,1/15/20,05D,Y,1,1/15/20,40.74812195,-73.97602853,106,4,7800,1020344,1009180055,MN20
FAMOUS FRESH SUPER TACO & GRILL INC,less wealthy,11223,Chinese,9/17/19,06D,Y,1,9/17/19,40.59018422,-73.97353629,315,47,38600,3329380,3071730047,BK26
BRICKTOWN BAGELS & CAFE,less wealthy,11101,Bagels/Pretzels,12/6/19,04L,Y,1,12/6/19,40.74182441,-73.95443615,402,26,700,4000202,4000340048,QN31
GROUND-CENTRAL,wealthier,10017,Café/Coffee/Tea,7/2/19,02G,Y,1,7/2/19,40.75027838,-73.97185192,106,4,8800,1038658,1013357501,MN19
THE UP & UP,wealthier,10012,American,6/12/19,10F,N,1,6/12/19,40.72969611,-74.00072522,102,1,6500,1008694,1005400007,MN23
BAMBINO PIZZA 11,less wealthy,11385,Pizza,9/9/19,06E,Y,1,9/9/19,40.70298226,-73.868095,405,30,63500,4093563,4038310011,QN19
DOS TOROS,wealthier,10010,Tex-Mex,5/15/19,02B,Y,1,5/15/19,40.73994427,-73.98652177,105,2,6800,1018011,1008780004,MN21
HADI RESTAURANT,less wealthy,11218,Middle Eastern,12/11/19,04A,Y,1,12/11/19,40.64072011,-73.96919227,314,40,152200,3118216,3051410143,BK42
SWEET  GENERATION,wealthier,10009,Bakery,5/14/19,10B,N,1,5/14/19,40.727428,-73.98539502,103,2,3200,1005819,1004350008,MN22
SUBWAY,less wealthy,11417,Sandwiches,10/3/19,10B,N,1,10/3/19,40.67880033,-73.83396104,410,32,86400,4247758,4114800051,QN55
JUNE,less wealthy,11201,American,7/31/19,06D,Y,1,7/31/19,40.68615567,-73.99405419,306,33,6900,3006297,3003960006,BK38
GOTAN,wealthier,10013,Mediterranean,4/17/19,10B,N,1,4/17/19,40.71912306,-74.00686146,101,1,3300,1002154,1001897501,MN24
HAN WONG RESTAURANT,less wealthy,11214,Chinese,10/23/19,08A,N,1,10/23/19,40.60507498,-73.99777799,311,47,28400,3165825,3063450238,BK28
SEA WOLF,less wealthy,11237,American,2/2/19,10I,N,1,2/2/19,40.70664163,-73.92296554,304,34,44700,3072408,3031770001,BK77
POPPY'S,less wealthy,11231,American,3/5/19,02B,Y,1,3/5/19,40.68556841,-74.00242301,306,39,5100,3004081,3003300009,BK33
VIVA MIS EMPANADAS,less wealthy,11417,Mexican,10/1/19,04L,Y,0,10/1/19,40.67523152,-73.84328199,410,32,8600,4248035,4114910073,QN56
NEW PEKING,less wealthy,11225,Chinese,3/22/19,10F,N,1,3/22/19,40.66116338,-73.96069455,309,40,79801,3340288,3013270001,BK60
SPRING FISH VILLAGE,less wealthy,11355,Chinese,12/19/19,06D,Y,1,12/19/19,40.75867154,-73.82907945,407,20,85300,4113577,4050190108,QN22
UNCLE WANG CHINESE FOOD,less wealthy,11220,Chinese,1/16/20,03A,Y,1,1/16/20,40.63701303,-74.00795912,312,38,10400,3140159,3056930001,BK34
NATIVE BEAN,wealthier,10009,American,12/5/19,10F,N,0,12/5/19,40.72256944,-73.98304749,103,2,3002,1004972,1003980029,MN22
PRESTIGE,less wealthy,11374,Jewish/Kosher,4/3/19,06A,Y,1,4/3/19,40.72694255,-73.86439978,406,29,69500,4072814,4031030048,QN18
DUNKIN',less wealthy,11239,Donuts,4/26/19,02B,Y,1,4/26/19,40.65245758,-73.8765707,305,42,107000,3000000,3044520545,BK82
THE HANDPULLED NOODLE,wealthier,10031,Asian,11/21/19,02G,Y,1,11/21/19,40.82843277,-73.9489709,109,7,23300,1062014,1020800001,MN04
M&S NICE BAKERY & RESTAURANT,less wealthy,11385,Bakery,3/8/19,06D,Y,1,3/8/19,40.70131166,-73.90515545,405,34,55100,4437715,4034630001,QN20
TARALLUCCI E VINO,wealthier,10128,Italian,5/31/19,06D,Y,1,5/31/19,40.78386724,-73.95803273,108,4,15002,1086902,1015020001,MN40
MERRY LAND BUFFET,less wealthy,10451,Chinese,11/20/19,06C,Y,1,11/20/19,40.82432977,-73.90949958,203,17,18500,2113088,2023680048,BX35
SAUVAGE,less wealthy,11222,French,6/6/19,02G,Y,1,6/6/19,40.72372709,-73.95179688,301,33,56900,3066004,3026440041,BK76
INDIAN SPICE,less wealthy,11215,Indian,10/15/19,10F,N,1,10/15/19,40.66614502,-73.98218236,306,39,15100,3026126,3010940009,BK37
TAQUERIA MILEAR,less wealthy,11216,Mexican,9/16/19,06F,Y,1,9/16/19,40.67291794,-73.95022231,308,36,31701,3031509,3012400041,BK61
MANDEVILLES BISTRO,less wealthy,11226,Caribbean,12/19/19,02I,Y,0,12/19/19,40.64841027,-73.95825521,314,40,51002,3117169,3051020044,BK42
ORCHID DYNASTY RESTAURANT,less wealthy,11214,Chinese,12/10/19,04L,Y,0,12/10/19,40.61401477,-74.00045022,311,43,18200,3161388,3062470028,BK28
TEXAS FRIED CHICKEN,wealthier,10026,Chicken,1/3/20,10F,N,1,1/3/20,40.80420489,-73.95550943,110,9,21800,1055253,1018310161,MN11
CARVEL ICE CREAM,less wealthy,11694,"Ice Cream, Gelato, Yogurt, Ices",1/16/20,10I,N,1,1/16/20,40.57942691,-73.83699538,414,32,93402,4304788,4162260012,QN10
NO. 1 CHINESE RESTAURANT,less wealthy,11434,Chinese,10/28/19,02H,Y,1,10/28/19,40.68092259,-73.79221205,412,28,27200,4264794,4122030179,QN76
CAVIAR HOUSE & PRUNIER SEAFOOD BAR,less wealthy,11430,Seafood,11/14/19,10F,N,1,11/14/19,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98
BURGER TIME,less wealthy,10461,Hamburgers,9/17/19,10H,N,1,9/17/19,40.84929042,-73.85358396,211,13,25400,2045007,2041080003,BX37
TACO BELL,less wealthy,10460,Tex-Mex,3/13/19,06D,Y,1,3/13/19,40.83672863,-73.88582966,203,17,16100,2114085,2029980002,BX75
RESIDENCE INN WORLD TRADE CENTER,wealthier,10038,American,1/17/20,05D,Y,1,1/17/20,40.70966161,-74.01009234,101,1,1502,1001088,1000647502,MN25
12 CHAIRS CAFE,less wealthy,11249,Middle Eastern,5/23/19,10F,N,1,5/23/19,40.71451496,-73.96504938,301,33,55100,3062890,3024030031,BK73
Lin MINI CAFE,less wealthy,11220,Chinese,12/18/19,03B,Y,1,12/18/19,40.6420527,-74.00273852,307,38,10800,3012776,3007770044,BK34
PARKSIDE COFFEE SHOP,less wealthy,11226,American,11/8/19,02B,Y,1,11/8/19,40.65507019,-73.96134688,314,40,50803,3115925,3050540011,BK42
NEW JIN GUANG HOUSE,less wealthy,11221,Chinese,1/16/20,04D,Y,0,1/16/20,40.69371058,-73.93091039,303,36,28900,3043294,3016040008,BK35
ZHEN GOOD TASTE,less wealthy,11378,Chinese,10/28/19,04L,Y,1,10/28/19,40.72183739,-73.89305494,405,30,66701,4063621,4028300034,QN21
THE SPOTTED OWL,wealthier,10009,American,4/26/19,10F,N,1,4/26/19,40.72982076,-73.98079419,103,2,3400,1006022,1004410035,MN22
NEW SHENGJIN MEISHI,less wealthy,11355,Chinese,12/24/19,02B,Y,1,12/24/19,40.7571261,-73.82898958,407,20,84900,4432145,4050420040,QN22
BELLA PIZZA & RESTAURANT,less wealthy,11201,Pizza,5/10/19,06A,Y,1,5/10/19,40.68969846,-73.98595141,302,33,3700,3000489,3001640036,BK38
LITTLE VINCENT'S PIZZA,wealthier,10021,Pizza/Italian,9/11/19,08A,N,1,9/11/19,40.76937765,-73.95794803,108,4,12600,1043974,1014270028,MN31
SPICY PIZZA,less wealthy,11104,Pizza/Italian,12/9/19,10E,N,1,12/9/19,40.74517672,-73.92084929,402,26,18300,4001931,4001620023,QN31
MR. NOSH,less wealthy,11234,Jewish/Kosher,10/31/19,10B,N,1,10/31/19,40.61755456,-73.94196117,318,45,74600,3210449,3076690001,BK58
MUNDO / PAPER FACTORY HOTEL,less wealthy,11101,American,12/20/18,06D,Y,1,12/20/18,40.75269347,-73.92739846,401,26,5500,4004568,4003770013,QN68
OUR WICKED LADY,less wealthy,11237,American,11/7/19,10F,N,1,11/7/19,40.7094092,-73.93305102,301,34,48500,3071042,3030480026,BK78
KIABACCA PIZZA AND BEER,wealthier,10036,American,4/17/19,02G,Y,1,4/17/19,40.76175751,-73.99392829,104,3,12900,1026940,1010740030,MN15
JJM CAFE,less wealthy,11204,Chinese,12/4/19,10F,N,1,12/4/19,40.61745848,-73.98489689,311,47,25400,3133223,3055410042,BK28
CHIKURIN,less wealthy,11230,Japanese,6/27/19,10B,N,1,6/27/19,40.61894383,-73.95510029,314,48,76000,3209144,3076380006,BK43
AUGUST GATHERINGS,wealthier,10013,Chinese,10/24/19,10F,N,1,10/24/19,40.71878566,-74.00105338,101,1,3100,1002345,1001960015,MN24
NEW LUCKY GARDEN,wealthier,10301,Chinese,6/10/19,04N,Y,1,6/10/19,40.64143423,-74.09495009,501,49,8100,5001565,5000650009,SI22
KATONAH PIZZA,less wealthy,10470,Pizza,8/5/19,04N,Y,1,8/5/19,40.89879193,-73.86742639,212,11,44902,2019150,2033770053,BX62
